Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url,IsRecommendationSystemOpted,error
Not Required,Required,"Common Application, USC Writing Supplement, Official high school transcripts, Letters of recommendation, SAT or ACT scores (Optional for Fall 2024), Optional materials: portfolio (art, architecture, cinematic arts, dance, music, theatre).",Required,True,True,False,False,False,,,program,Bachelor in Public Relations,https://catalog.ua.edu/undergraduate/communication-information-sciences/advertising-public-relations/public-relations-ba/,,
Not Required,Required,"Common Application, USC Writing Supplement (including two short answer questions and one essay), High School Transcript, School Report and Counselor Recommendation, Teacher Recommendation, Standardized Test Scores (Optional).",Required,True,True,False,False,False,,,program,Bachelor in Religious Studies,https://dornsife.usc.edu/religion/religion-majors/religion-degree-requirements/,,
Not Required,Required,"We offer two admission plans for first-year applicants: Early Action and Regular Decision. Our admission decisions are based on a holistic review of your application, which includes your academic record, essays, letters of recommendation, extracurricular activities, and other achievements.
Application Checklist:
Common Application with USC Writing Supplement
Application Fee or Fee Waiver
Official High School Transcripts
SAT/ACT Scores (Optional for 2024, 2025, and 2026 application cycles)
Letters of Recommendation (Optional)
TOEFL/IELTS/PTE Academic (required for international students)",Not Required,True,True,False,False,False,,,program,Bachelor in Russian and Eastern European Languages and Literature,https://dornsife.usc.edu/sll/content/,,
Not Required,Not Required,"To apply to USC, first-year applicants must submit the following: Common Application, USC Writing Supplement, Official high school transcripts, Scores from the SAT or ACT (if you choose to submit them), Optional: letters of recommendation, Optional: portfolio or creative submission (for specific majors). Deadline for all materials: December 1, 2023.",Required,True,True,False,False,False,,,program,Bachelor in Social Science Research Methods,https://dornsife.usc.edu/stories/program_overlay/social-sciences-economics-emphasis-major/,,
Not Required,Not Required,"Common Application or Coalition Application, USC Writing Supplement (including short answer questions and one extended essay), Official high school transcripts, Counselor recommendation, Teacher recommendation.",Required,True,True,False,False,False,,,program,Bachelor in Sociology,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,True,False,False,False,,,program,Bachelor in Spanish Language and Literature,https://catalogue.usc.edu/preview_program.php?catoid=12&poid=12848,,
Not Required,Required,"Admission to all programs in the Roski School of Art and Design is contingent on admission to the university. General university admission for first-year applicants requires: USC Application, Essay (which includes a writing supplement with prompts and several short answer questions), Test Scores (SAT/ACT are optional for Fall 2024 and Fall 2025 applicants), High School Transcript(s), and Letter(s) of Recommendation. For the Bachelor in Studio Arts program, applicants must also submit a portfolio of creative work consisting of 10–20 images or up to 10 minutes of time-based work through SlideRoom.",Required,True,True,False,False,False,,,program,Bachelor in Studio Arts,https://catalogue.usc.edu/content.php?catoid=8&navoid=2131,,
Required,Required,"Undergraduate applicants apply to the university through the USC Undergraduate Admission office. In addition to the university application, applicants must also complete a supplemental application through the School of Dramatic Arts. All applicants who are invited to an interview/audition/portfolio review will be notified via email approximately three to four weeks prior to the scheduled date.",Required,True,True,False,False,False,,,program,Bachelor in Theatre Design,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
,,,,True,False,False,False,False,,,program,Bachelor in Urban Studies and Affairs,https://catalogue.usc.edu/content.php?catoid=18&navoid=7464,,
Not Required,Required,"To apply to USC as a freshman for fall or spring, you will need to submit: Common Application, including the personal essay; USC Writing Supplement; Official High School Transcripts; Letter of Recommendation (from a counselor or a teacher); Standardized Test Scores (optional for applicants applying for the 2024-2025 and 2025-2026 application cycles). A Mid-Year Report is required. Portfolios are required for specific majors only.",Not Required,True,True,,False,False,,,institute,Bachelor in Visual and Performing Arts,https://you.ubc.ca/programs/,,
Not Required,Not Required,"Applicants must submit the Common Application (including essay and USC short answer questions), official high school transcripts, and letters of recommendation (one from a high school counselor and one from a high school teacher). A supplemental application to the USC Thornton School of Music is also required, which includes an audition. Thornton encourages additional letters of recommendation from music teachers/mentors. An optional resume/CV and an optional personal statement/essay may be uploaded with the supplemental application. SAT or ACT scores are optional for Fall 2024 and Fall 2025 applicants.",Not Required,True,True,False,False,False,,,program,Bachelor in Voice and Opera,https://catalogue.usc.edu/preview_program.php?catoid=8&poid=7912,,
