Resume,StatementOfPurpose,Requirements,WritingSample,IsAnalyticalNotRequired,IsAnalyticalOptional,IsStemProgram,IsACTRequired,IsSATRequired,MinimumACTScore,MinimumSATScore,extraction_level,Program name,Program Page url
Not Required,Not Required,"First-year students who meet the university admission requirements are admitted directly into the major. High school unit requirements include: 4 units of English, 3 units of Mathematics (Algebra, Geometry, and Trigonometry), 3 units of Science, 3 units of Social Studies, Arts, or Humanities, and 2 units of a single World Language. Penn State is currently test-optional through the Fall 2025 semester. To be eligible for entrance to the Nutritional Sciences major, a student must have a cumulative grade-point average of at least 2.00.",,True,True,True,False,False,,,program,Bachelor of Science in Nutritional Sciences,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For information about the Penn State application process, please visit the Office of Undergraduate Admissions website. To be eligible for entrance to the Organizational Leadership major, a student must have: 1. attained at least a 2.00 cumulative grade-point average.",,True,True,False,False,False,,,program,Bachelor of Arts in Organizational Leadership,https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/organizational-leadership-bs/
Not Required,Not Required,"Penn State reviews applications for first-year and transfer admission based on a variety of factors, including high school GPA, high school coursework, and standardized test scores (if submitted). For transfer students, the primary consideration is the student’s academic record at previous colleges or universities. High school students are expected to complete specific units of study, including English, Social Studies, Science, Arts/Humanities, and Mathematics (Algebra 1, Algebra 2, and Geometry/Trigonometry).",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Organizational Leadership,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"In order to be eligible for entrance to this major, students must satisfy the following requirements: attained at least a 2.00 cumulative grade-point average; completed MATH 140, MATH 141, PHYS 211, and CHEM 110 with a grade of C or better. General undergraduate admission also requires the completion of specific high school units: 4 units of English, 3 units of social studies, 3 units of science, 3 units of math (algebra, geometry, and trigonometry), and 2 units of a single world language.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Petroleum and Natural Gas Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to this major, a student must: 1. complete the following entrance to major course with a grade of C or better: PHIL 1 or PHIL 2 or PHIL 12 or PHIL 13; 2. have a minimum cumulative grade-point average of 2.00.",,True,False,False,False,False,,,program,Bachelor of Arts in Philosophy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the Physics major, a student must have attained at least a 2.00 cumulative grade-point average and completed MATH 140, MATH 141, PHYS 211, and PHYS 212 and earned a grade of C or better in each of these courses. General first-year admission requirements include the completion of specific high school units: 4 units of English, 3 units of mathematics (algebra, geometry, and trigonometry), 3 units of science, 3 units of social studies, and 2 units of a single world language. Applicants must also provide high school transcripts or a Self-Reported Academic Record (SRAR).",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Physics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to this major, a student must: 1. attain at least a 2.00 cumulative grade-point average and 2. have completed MATH 140, MATH 141, PHYS 211, and PHYS 212, and earned at least a grade of C in each of these courses.",,True,True,True,False,False,,,program,Bachelor of Science in Planetary Science and Astronomy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Entrance to the Plant Sciences major requires a 2.00 or higher cumulative grade-point average. For first-year admission, Penn State requires a completed application and high school transcripts. The university is test-optional for the 2024 and 2025 application cycles, meaning SAT or ACT scores are not required but may be submitted for consideration.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Plant Sciences,https://agsci.psu.edu/academics/undergraduate/degree-explorer/plant-sciences
,,"In order to be eligible for entrance to the Political Science major, a student must have: 1. attained at least a 2.00 cumulative grade-point average; 2. completed PLSC 1, PLSC 3, PLSC 7, or PLSC 14 with a grade of C or better. For the B.A. degree in Political Science, a minimum of 123 credits is required.",,True,False,False,False,False,,,program,Bachelor of Arts in Political Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the Political Science major, a student must: (1) have completed at least 29 credits; (2) have a minimum cumulative grade-point average of 2.00; (3) have completed and earned a grade of C or better in at least two of the following: PLSC 1, PLSC 3, PLSC 7, PLSC 14; and (4) have completed and earned a grade of C or better in 3 credits of GH, GS, or GHW.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Political Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"For the Materials Science and Engineering major (which offers an emphasis in Polymer Science and Engineering), first-year applicants must meet Penn State's general undergraduate admission requirements, including submission of a high school transcript or equivalent and the Self-Reported Academic Record (SRAR). For students seeking entrance to the major, specific requirements include the completion of CHEM 110, MATH 140, MATH 141, and PHYS 211 with a grade of C or better and a minimum cumulative grade-point average (GPA) of 2.00. Additionally, Penn State is test-optional through the Fall 2025 semester, meaning standardized test scores are not required for admission.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Polymer Science and Engineering,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,Required,"To be considered for the Premedical-Medical program, a student must be in their final year of high school. In addition to completing the Penn State application, a student must submit an official SAT or ACT score (the SAT/ACT requirement is not optional for this program). Admission to this program is highly selective. The most successful applicants have: A minimum combined SAT score of 1470 (Evidence-based Reading and Writing + Math) OR a composite ACT score of 32; Rank in the top 10 percent of their high school graduating class; and Significant volunteer or work experience in a healthcare setting. After an initial review, a select group of applicants will be invited to complete the second phase of the application process, which includes an additional application, three letters of recommendation, and a personal statement.",,True,False,True,True,True,32.0,1470.0,program,Bachelor of Science in Premedical-Medical,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"In order to be eligible for entrance to this major, a student must: 1) attain at least a 2.00 cumulative grade-point average and 2) complete the following courses with a grade of C or better: CHEM 110, CHEM 111, CHEM 112, CHEM 113, MATH 140, MATH 141.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Premedicine,https://bulletins.psu.edu/undergraduate/colleges/eberly-science/premedicine-bs/
,,"To be eligible for entrance to the Professional Photography major, a student must: 1. attain at least a 2.00 cumulative grade-point average; 2. satisfy any other entrance requirements for the major. Administrative Enrollment Controls are initiated when student demand exceeds the capacity of a program's faculty or facilities. Students must have completed a certain number of credits and have a specific grade point average for admission.",,True,True,False,False,False,,,program,Bachelor of Design in Professional Photography,https://bulletins.psu.edu/undergraduate/colleges/arts-architecture/professional-photography-bdes/professional-photography-bdes.pdf
Not Required,Not Required,"To apply for undergraduate admission to the Bachelor of Science in Project and Supply Chain Management, students must submit an application through MyPennState or the Common App, and provide a Self-Reported Academic Record (SRAR). Penn State is test-optional for students applying through the fall 2025 semester. For entrance to the major, students typically must complete specific prerequisite courses, including MATH 110 or MATH 140, STAT 200 or SCM 200, and ENGL 15 or ENGL 30H, with a grade of C or better, and meet minimum cumulative GPA requirements.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Project and Supply Chain Management,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHbb_kNMO73_-GM-WfgBJdafZpv1klpFqyw7l3HxIrf3wN5K4qCRSKkaFz3JN1tJEy2oRHfrUqM5BM4_i_E5adDpoYpfWswzEFYjB8ToS4EJ8cyW3w9Z-ZVeIegMnPuy-3uTA==
,,"In order to be eligible for entrance to the Psychology major, a student must have: attained at least a 2.00 cumulative grade-point average; completed PSYCH 100 with a grade of C or better; and completed one of the following with a grade of C or better: STAT 200, SOC 1, or PSYCH 100. Applicants must also meet general high school unit requirements, which include 4 units of English, 3 units of Mathematics, 3 units of Science, 3 units of Social Studies, and 2 units of World Language.",,True,True,False,False,False,,,program,Bachelor of Arts in Psychology,https://bulletins.psu.edu/undergraduate/colleges/liberal-arts/psychology-ba/psychology-ba_suggestedacademicplantext.pdf
,Not Required,"First-year applicants must submit the Self-Reported Academic Record (SRAR) and meet specific high school unit requirements: 4 units of English, 3 units of Mathematics (including algebra, geometry, and trigonometry or higher math), 3 units of Science, 3 units of Social Studies/Arts/Humanities, and 2 units of a single World Language. For formal entrance to the Psychology B.S. major, students must complete PSY 100, STAT 200 or PSY 200, and one additional 200-level PSY course (such as PSY 212, PSY 221, or PSY 231) with a grade of C or better, and maintain a minimum cumulative grade-point average of 2.00.",,True,True,True,False,False,,,program,Bachelor of Science in Psychology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for entrance to the Public Policy major, a student must have: attained at least a 2.00 cumulative grade-point average.",,True,True,False,False,False,,,program,Bachelor of Arts in Public Policy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to this major, students must satisfy the following requirements: be enrolled in the College of Health and Human Development or the Division of Undergraduate Studies. have completed the following: ENGL 15 or ENGL 30H; and 3 credits from the following: STAT 200, PSYCH 200, or SOC 7.",,True,False,False,False,False,,,program,"Bachelor of Science in Recreation, Park, and Tourism Management",https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to this major, a student must: 1. have attained at least a 2.00 cumulative grade-point average; and 2. have at least third-semester classification (at least 29.1 credits). For information on the Penn State admission process, please visit the Undergraduate Admissions website.",,True,True,False,False,False,,,program,Bachelor of Science in Rehabilitation and Human Services,https://bulletins.psu.edu/undergraduate/colleges/university-college/rehabilitation-human-services-bs/
Not Required,Not Required,"To apply for undergraduate admission at Penn State, first-year applicants must submit an application (either via MyPennState or the Common App) and their official high school transcripts (Self-Reported Academic Record). For the 2025-26 academic year, Penn State is test-optional, meaning students may choose whether or not to submit SAT or ACT scores for consideration.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Religious Studies,https://la.psu.edu/future-students/academics/degrees/religious-studies/
,,"Entrance to the Risk Management major occurs during the spring semester of the student's sophomore year. A student must have: (1) attained at least a 3.20 cumulative grade point average (this GPA is subject to change each year); (2) completed or be currently enrolled in all entrance-to-major courses; (3) completed at least 44 cumulative credits at Penn State; and (4) submitted an application for the major through LionPATH. The following entrance-to-major courses must be completed with a grade of C or better: MATH 110 or MATH 140, ACCTG 211, ECON 102, ENGL 15 or ENGL 30, MGMT 301, MKTG 301, STAT 200 or SCM 200.",,True,True,False,False,False,,,program,Bachelor of Science in Risk Management,https://bulletins.psu.edu/undergraduate/colleges/smeal-business/risk-management-bs/
,,"To be eligible for entrance to the Russian major, a student must have: 1. attained at least a 2.00 cumulative grade point average; 2. completed at least 29.1 credits. For the B.A. degree in Russian, a minimum of 120 credits is required. For Penn State's general admission requirements, please visit the Undergraduate Admissions website.",,True,False,False,False,False,,,program,Bachelor of Arts in Russian,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be considered for first-year admission to Penn State, applicants must submit the online application and the Self-Reported Academic Record (SRAR). Penn State is test-optional through the fall 2025 semester; first-year applicants can choose whether to submit SAT or ACT scores. For students already enrolled at the university, entry to the Science (SCIBC) major requires a 2.00 or higher cumulative grade-point average and at least 29.1 credits.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,Not Required,"In order to be eligible for entrance to the Secondary Education major, a student must: 1) have completed at least 27.1 credits and have a cumulative grade-point average of 3.00; 2) have completed CI 280 and EDPSY 14 with a grade of C or better; 3) provide evidence of 80 hours of volunteer or paid service with learners of the age group the candidate plans to teach; 4) submit a completed Entrance-to-Major application; and 5) provide evidence of having completed at least 6 credits of college-level mathematics, 3 credits of college-level English literature, and 3 credits of college-level English composition.",,True,False,False,False,False,,,program,Bachelor of Science in Secondary Education,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the Security and Risk Analysis major, students must: 1) have completed the following entrance-to-major requirements with a grade of C or better: IST 140, SRA 111, MATH 110 or MATH 140, and STAT 200 or SCM 200; and 2) have achieved a minimum cumulative grade-point average of 2.00. Incoming first-year students are admitted directly into the College of Information Sciences and Technology as pre-major students.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Security and Risk Analysis,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Required,Required,"In order to be eligible for entrance to the Social Work major, a student must: 1. Have completed 32.1 or more credits. 2. Have a cumulative GPA of 2.50 or higher. 3. Have completed SOC 1 or SOC 5 with a grade of C or better. 4. Have completed or be enrolled in SW 200W with a grade of C or better. 5. Complete an application for entrance to the B.S.W. program.",,True,True,False,False,False,,,program,Bachelor of Social Work in Social Work,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Incoming first-year students are admitted directly to the major. For more information about the admission process, students should visit the Undergraduate Admissions website.",,True,True,False,False,False,,,program,Bachelor of Arts in Sociology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Incoming freshmen at University Park are admitted directly into the College of the Liberal Arts. For University-wide admission policies, please consult the Undergraduate Education section of this Bulletin. To be eligible for entrance to the Sociology (SOCBS) major, a student must have: attained at least a 2.00 cumulative grade-point average.",Not Required,True,True,False,False,False,,,program,Bachelor of Science in Sociology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for entrance to the Spanish major, a student must: 1) have completed at least 29.1 cumulative credits; 2) have a minimum cumulative grade-point average of 2.00.",,True,False,False,False,False,,,program,Bachelor of Arts in Spanish,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible for entrance to the Special Education major, a student must: (1) have completed at least 29.1 credits; (2) have a cumulative grade-point average of at least 3.00 (and maintain it); (3) have completed with a grade of C or better: CI 295 (or equivalent), EDPSY 10 or 11, EDTHP 115, ENGL 15 or 30H, MATH 200; (4) have completed at least 6 credits of university-level English literature and composition and 6 credits of university-level mathematics; (5) documentation of at least 80 hours of volunteer or paid education work with people with disabilities.",,True,False,False,False,False,,,program,Bachelor of Science in Special Education,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"For admission to the University, students must submit a high school transcript or equivalent and meet specific high school unit requirements, including 4 units of English, 3 units of Mathematics, 3 units of Science, 3 units of Social Studies, and 2 units of World Language. For formal entrance to the Statistics (B.S.) major, students must have attained at least a 2.00 cumulative grade-point average and have completed MATH 140, MATH 141, and either STAT 200 or STAT 250 with a grade of C or better in each of these courses.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Statistics,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for entrance to the Supply Chain and Information Systems (SCIS_BS) major, students must: 1. have completed 44-59 cumulative credits at Penn State (this includes current-semester credits in progress). 2. have completed with a grade of C or better: ACCTG 211, ECON 102, ENGL 15, ENGL 30H, or ESL 15, MATH 110 or MATH 140, and STAT 200 or SCM 200. 3. have achieved a minimum cumulative grade-point average (GPA).",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Supply Chain and Information Systems,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Entrance to the Telecommunications and Media Industries major (formerly Telecommunications) requires that a student have a 2.00 or higher cumulative grade-point average and have completed COMM 100, COMM 160, or COMM 180 with a grade of C or better. For the B.A. degree, a minimum of 120 credits is required, including at least 42 credits in the major. Penn State is test-optional for first-year applicants through the fall 2025 semester, meaning standardized test scores are not required for admission.",Not Required,True,True,False,False,False,,,program,Bachelor of Arts in Telecommunications,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Required,Required,"Entrance to the Theatre major requires a successful audition or interview for all students. This is in addition to the University’s application for admission. To be eligible for entrance to the Theatre major, a student must have completed at least 18 scholarship credits at Penn State and earned at least a 2.00 cumulative grade-point average.",,True,True,False,False,False,,,program,Bachelor of Arts in Theatre,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Required,Required,"Admission to the Bachelor of Fine Arts (BFA) in Theatre program at Penn State is by interview or audition. This is in addition to the standard Penn State undergraduate application. Applicants must first apply for admission to Penn State through MyPennState or the Common App and then complete a secondary artistic review process via the School of Theatre, which includes submitting a portfolio, resume, personal statement, and participating in an audition or interview depending on the specific concentration (Acting, Musical Theatre, Design and Technology, or Stage Management).",,True,True,False,False,False,,,program,Bachelor of Fine Arts in Theatre,https://catalog.illinois.edu/undergraduate/faa/theatre-bfa/
,,"For the Bachelor of Science degree in Turfgrass Science, a minimum of 120 credits is required. In order to be eligible for entrance to this major, a student must: 1. attained at least a 2.00 cumulative grade-point average. 2. completed and earned a grade of C or better in: BIOL 110, CHEM 110, TURF 235.",,True,True,True,False,False,,,program,Bachelor of Science in Turfgrass Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"The Bachelor of Science degree in Veterinary and Biomedical Sciences (VBSC) provides students with a strong foundation in the biological and physical sciences. For the B.S. degree in Veterinary and Biomedical Sciences, a minimum of 124 credits is required. To be eligible for entrance to the major, a student must have attained at least a 2.00 cumulative grade-point average. Additionally, each student must earn at least a grade of C in each of the following courses: BIOL 110, BIOL 220W, BIOL 230W, VBSC 50, VBSC 211, and MICRB 201. General first-year application requirements for Penn State include a high school diploma or equivalent and the following high school units: 4 English, 3 Mathematics, 3 Science, 3 Social Studies, and 2 World Language.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Veterinary and Biomedical Sciences,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,Required,"For the Bachelor of Arts in Visual Arts, students must apply to the University and also submit a portfolio through the School of Visual Arts Slideroom. Portfolios are reviewed once a year for admission to the program in the following fall semester. To be eligible for entrance to the Visual Arts major (B.A.), a student must: 1) have completed at least 29.1 credits; 2) have a minimum cumulative grade-point average of 2.00; 3) have completed ART 1, ART 20, ART 30, ART 40, ART 50, and ARTH 111 or ARTH 112 with a grade of C or better.",,True,True,False,False,False,,,program,Bachelor of Arts in Visual Arts,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"In order to be eligible for entrance to this major, a student must satisfy the following requirements: 1. have completed 29-59 cumulative credits; 2. have a minimum cumulative grade-point average of 2.00. For first-year students, admission is based on high school records and optional standardized test scores. Students must have a minimum of 15 units in required subject areas: 4 units of English, 3 units of Mathematics, 3 units of Science, 3 units of Social Studies, and 2 units of World Language.",Not Required,True,True,True,False,False,,,program,Bachelor of Science in Wildlife and Fisheries Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"To be eligible for admission to the Women's Studies major, students must be enrolled in the College of the Liberal Arts or the Division of Undergraduate Studies and have a cumulative grade-point average of 2.00 or higher.",Not Required,True,False,False,False,False,,,program,Bachelor of Arts in Women's Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"In order to be eligible for entrance to this major, students must satisfy the following requirements: achieve a minimum cumulative grade point average of 3.00; complete at least 48 degree-applicable credits; complete the following courses with a grade of C or better: ENGL 15 or ENGL 30, 3 credits of literature (GH) from the University-approved list, EDPSY 14 or PSYCH 100, and 6 credits of quantification (GQ); provide documentation of at least 40 hours of volunteer or paid experience with learners of the age group the candidate plans to teach; complete a speech-and-hearing screening (at no cost to the student); complete an interview with a World Languages Education faculty member; and complete a dispositional assessment.",,True,False,False,False,False,,,program,Bachelor of Science in World Languages Education,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To apply for the Associate in Science in Business Administration, you must have a high school diploma or its equivalent (GED). High school students may apply for admission; however, they may not begin their studies until they have graduated from high school. Transfer students may also apply; however, any credit earned at another institution will be evaluated on a case-by-case basis.",,True,True,False,False,False,,,program,Associate in Science in Business Administration,https://www.worldcampus.psu.edu/degrees-and-certificates/associate-degrees
,,"To be eligible for admission to the Associate in Science in Criminal Justice degree program, a student must be a high school graduate or have earned a General Education Development (GED) certificate or its equivalent.",,True,False,False,False,False,,,program,Associate in Science in Criminal Justice,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Applicants must submit a completed application, including the Self-Reported Academic Record (SRAR) or official high school transcripts. Penn State is test-optional for undergraduate admission; students may choose whether or not to include SAT or ACT scores as part of their application.",Not Required,True,False,False,False,False,,,program,"Associate in Arts in Letters, Arts, and Sciences",https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For the Associate in Science degree in Human Development and Family Studies, a minimum of 60 credits is required. To be eligible for entrance to the Human Development and Family Studies major, a student must: 1) attain at least a 2.00 cumulative grade point average.",,True,False,False,False,False,,,program,Associate in Science in Human Development and Family Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,Admission to the Information Sciences and Technology (ISTAS_AS) major is based on the admission requirements for Penn State. Students who meet the University's minimum requirements for admission are eligible to enroll in this major.,,True,False,True,False,False,,,program,Associate in Science in Information Sciences and Technology,https://bulletins.psu.edu/undergraduate/colleges/university-college/information-sciences-technology-as/
,,"To be eligible for admission to an associate degree, an applicant must have a high school diploma or a General Education Development (GED) credential. For the Associate in Science degree in Labor and Human Resources, a minimum of 60 credits is required.",,True,False,False,False,False,,,program,Associate in Science in Labor and Human Resources,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Admission to the program is through the Penn State Undergraduate Admissions Office. To be considered for admission, you must have high school units in: English (4), Social Studies/Arts/Humanities (3), Science (3), Math (3, including algebra). You must have also completed one unit of high school biology and one unit of high school chemistry.",,True,False,False,False,False,,,program,Associate in Science in Nursing,https://www.nursing.psu.edu/about/
,,General admission criteria are used to assess students' eligibility for the OTA program. High school grades in units of study are used to determine eligibility for admission. Prospective students must also complete 15 hours of observation in at least two different occupational therapy settings and submit a completed Clinical Observation Form with the application.,,True,False,False,False,False,,,program,Associate in Science in Occupational Therapy Assistant,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Entry to the PTA program is a two-step process: (1) Entry to Penn State; (2) Entry to the Physical Therapist Assistant (PTA) Program. Students must first be admitted to Penn State. Once admitted, students will then apply for entry to the PTA program. Entry into the program is based on: 1) High school grades or college grades (if 18 or more college-level credits are completed); 2) SAT or ACT scores (if applicable); 3) Documentation of observation in a physical therapy setting; 4) A program application.",,True,True,False,False,False,,,program,Associate in Science in Physical Therapist Assistant,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Admission to the program is based on high school record (GPA) or, for transfer students, college academic record. Enrollment in the Radiologic Sciences program is limited, and students must be aware that admission to the University does not guarantee admission to the clinical component of the program. Admission to the clinical component is a separate process.",,True,False,True,False,False,,,program,Associate in Science in Radiologic Sciences,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Entrance to the Biomedical Engineering Technology major (2ET) requires that the student has: 1) completed MATH 22 or is eligible for MATH 26 or higher, and 2) completed CHEM 110. For the Associate in Engineering Technology degree in Biomedical Engineering Technology, a minimum of 68 credits is required.",,True,True,True,False,False,,,program,Associate in Engineering Technology in Biomedical Engineering Technology,https://bulletins.psu.edu/undergraduate/colleges/engineering/biomedical-engineering-bs/
,,"Penn State identifies and reviews a number of factors when making an admission decision. These include your high school grades and curriculum, your standardized test scores (optional), your class rank (if available), and other factors like your application essay and involvement in activities.",,True,True,True,False,False,,,program,Associate in Engineering Technology in Electrical Engineering Technology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,"Students must have a high school diploma or its equivalent. High school unit requirements include: 3 units of English, 3 units of Mathematics (including algebra, geometry, and trigonometry), 3 units of Science, and 5 units of other subjects. This program is currently only available at the Penn State Berks and Penn State DuBois campuses. Standardized test scores (SAT or ACT) are not required for students applying for admission through the Fall 2025 semester.",Not Required,True,True,True,False,False,,,program,Associate in Engineering Technology in Mechanical Engineering Technology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For admission to the University, an applicant must have a high school diploma or its equivalent. To be eligible for admission to the Nanotechnology major, students must have a grade-point average of 2.0 or higher.",,True,True,True,False,False,,,program,Associate in Engineering Technology in Nanotechnology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
Not Required,Not Required,There are no additional entrance requirements for this major.,Not Required,True,True,True,False,False,,,program,Associate in Science in Wildlife Technology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be in a major that is not Accounting and have a cumulative grade-point average of 2.0 or higher. Admission into the Accounting minor is competitive. Students must have completed the following courses with a grade of C or better: ACCTG 211, ECON 102, and (MATH 110 or MATH 140).",,True,False,False,False,False,,,program,Minor in Accounting,https://bulletins.psu.edu/programs/
,,"For admission to the minor, students must have completed at least 45 credits and be in good academic standing.",,True,False,False,False,False,,,program,Minor in Addictions and Recovery,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"Any student enrolled in a major at Penn State may apply for the Aerospace Engineering minor. Some prerequisites may be required. To be admitted to the minor, students must have a grade of C or better in AERSP 311 and AERSP 313. Some courses may require prerequisites. Students may apply for admission to the minor through the LionPATH 'Update Academics' tool.",,True,False,True,False,False,,,program,Minor in Aerospace Engineering,https://bulletins.psu.edu/undergraduate/colleges/engineering/information-sciences-technology-aerospace-engineering-minor/information-sciences-technology-aerospace-engineering-minor.pdf
,,A student must be at least a fifth-semester standing to apply for a minor in the College of the Liberal Arts. A grade of C or better is required for all courses in the minor. The minor requires a minimum of 18 credits.,,True,False,False,False,False,,,program,Minor in African American Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"For a minor in African Studies, a minimum of 18 credits is required. A grade of C or better is required for all courses in the minor. At least 6 credits must be at the 400 level. To be admitted to the minor, students must have completed at least one African Studies course.",,True,False,False,False,False,,,program,Minor in African Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"At least a 2.00 cumulative grade-point average and at least third-semester classification are required for admission. A grade of C or better is required for all courses in the minor, as specified by Senate Policy 59-10. In addition, at least six credits of the supplement 400-level courses must be taken from the Department of Agricultural Economics, Sociology, and Education.",,True,False,False,False,False,,,program,Minor in Agribusiness Management,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,Admission to the minor is by permission of the minor adviser. Students are required to have a 2.00 or higher grade point average to be admitted to the minor.,,True,False,True,False,False,,,program,Minor in Agronomy,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"A student must have at least a 2.00 cumulative grade-point average to be accepted into a minor. A student may not declare a minor until they have attained at least third-semester classification (29.1 credits). A grade of C or better is required for all courses in the minor. To graduate with this minor, at least 6 credits of the 18 credits for the minor must be at the 400-level.",,True,False,False,False,False,,,program,Minor in American Studies,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be eligible to declare a minor, a student must have completed at least 1 semester of University enrollment and be in good academic standing (2.00 or higher cumulative GPA).",,True,False,True,False,False,,,program,Minor in Animal Science,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,A grade of C or better is required for all courses in the minor. At least six credits of the minor must be unique from the prescribed courses required by a student's major program.,,True,False,False,False,False,,,program,Minor in Anthropology,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, a student must have at least a 2.0 GPA. At least six credits of the minor must be unique from any other degree or minor.",,True,False,False,False,False,,,program,Minor in Arabic,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to a minor, an undergraduate student must be enrolled in a major and must have completed at least 18 credits at Penn State or have transferred at least 18 credits to Penn State.",,True,False,False,False,False,,,program,Minor in Architectural History,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"The minor is open to all students, except those in the pre-architecture and architecture majors. Entry into the minor requires a cumulative GPA of 2.0 or better. A student enrolled in this minor must receive a grade of C or better in all courses required for the minor, as specified in 12.A of the Senate Rules and Regulations. At least 6 credits of the minor must be unique from any other degree or minor program in which the student is enrolled.",,True,False,True,False,False,,,program,Minor in Architecture,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
,,"To be admitted to the minor, students must be at least 3rd-semester standing and have a 2.00 or higher cumulative grade point average.",,True,False,False,False,False,,,program,Minor in Art,https://bulletins.psu.edu/university-course-descriptions/undergraduate/
