Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Concentration.1,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired
,Bachelor of Arts in Visual Arts,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,Not Required,,"To apply for the Bachelor of Arts in Visual Arts, prospective students must complete the Common App. [6] Applicants are required to submit their official transcript. [6] They may also choose to submit standardized test scores and/or letters of recommendation. [6] As a Visual Arts major, applicants must also fulfill additional requirements, which include submitting a portfolio to pass the Portfolio Process and receive the “visual arts milestone,” which is a pre-requisite for the majority of courses and official acceptance into the Visual Arts program. [2, 6]",Not Required,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,"The UMBC Bachelor of Arts in Visual Arts offers several concentrations: Animation, Graphic Design, Photography and Cinema, Print and Intermedia Arts, and Visual and Media Arts.",,"UMBC's B.A. in Visual Arts is designed to deepen the foundational skills and techniques of a student's creative practice. The program provides opportunities to explore art history, animation, cinematic arts, graphic design, photography, print media, and intermedia arts. Students study various media-art forms under the guidance of internationally acclaimed faculty. The degree allows for a focus on the study of art and design within a liberal arts context, which helps develop critical thinking skills for a career in the visual arts and design.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,"National Association of Schools of Art and Design, Commission on Accreditation.",,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False
,Bachelor of Fine Arts in Visual Arts,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,,"To apply for the Bachelor of Fine Arts in Visual Arts, you must complete the Common App. Required supporting documents include your official transcript. International transcripts are required if applicable. Applicants can optionally submit standardized test scores and/or letters of recommendation. Those applying as Visual and Performing Arts majors should research any additional requirements and deadlines specific to the program. [13]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,True,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,"['Animation', 'Cinematic Arts', 'Graphic Design', 'Intermedia', 'Photography', 'Print Media']",,"The B.F.A. in Visual Arts is a screened, 78-credit major for students who wish to pursue a professional career in the visual arts with a concentration in one of the following areas: animation, cinematic arts, graphic design, intermedia, photography, or print media. The B.F.A. is the professional degree in the visual arts and is intended to prepare students for a career in the arts or for graduate study. This is a screened program that requires a portfolio review and a separate application. Students interested in the B.F.A. must meet with a VART B.F.A. advisor to plan their course of study before submitting a portfolio for review.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Institutional and departmental scholarships,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Arts in Business Technology Administration,,,,,Undergraduate,Fall 2026,,,,Optional,Optional,Not Required,Required,"General application requirements for freshman applicants at UMBC are reviewed holistically. This includes an evaluation of overall grades in academic coursework, trends in achievement, and the strength of the high school curriculum. Submission of a resume and an application essay is encouraged as optional supplemental material. [1]",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Information Systems,,,,,,,,Data Analytics,,"The Business Technology Administration (BTA) bachelor’s degree program trains students for management positions in the growing job field of information systems. It is an interdisciplinary program developing practical knowledge for integration of computers, organizational processes and people into effective and efficient systems. Through a variety of courses such as human resources management, project management, business law, ethics and operations management, students learn the skills to be successful managers, analysts and administrators in many public and private organizations and fields.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,2.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Science in Chemical Engineering,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"In addition to a completed application and a $75 non-refundable fee, applicants must submit an official high school transcript and an essay. Letters of recommendation are optional. [12] All students interested in Chemical Engineering apply to UMBC through the Undergraduate Admissions office and are initially accepted as Pre-Chemical Engineering majors. [7]",Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Engineering and Information Technology,,,,,,,,Biotechnology and Bioengineering,," The undergraduate program in Chemical Engineering emphasizes the application of basic engineering principles and the basic sciences - mathematics, physics, and chemistry - to process industries concerned with the chemical transformation of matter. The program prepares students for graduate study or immediate industrial employment in such varied fields as chemical processing, food processing, environmental engineering, metallurgy, energy conversion, petroleum refining and pharmaceutical production. [4] The Biotechnology and Bioengineering track in the Department of Chemical, Biochemical and Environmental Engineering is a specialized program leading to the Bachelor of Science in Chemical Engineering. The program is designed to integrate the life sciences into each year of the curriculum.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,The Bachelor of Science in Chemical Engineering program at UMBC is accredited by the Engineering Accreditation Commission of ABET.,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,Merit-based,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Science in Computer Engineering,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,Not Required,Required,"Admission to the Computer Engineering program is for students who are eligible for MATH 150 (Precalculus) or higher. Initial admission is to the Pre-Computer Engineering program, with full admission granted after completing Gateway Requirements. [6] A holistic review considers grade point average, academic trend, curriculum strength, a personal statement (essay), and optional letters of recommendation. [2] Applicants must complete the Common App, submit official high school transcripts, and pay a $75 application fee. [22, 30]",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Engineering and Information Technology,,,,,,,,,,"The Computer Engineering, B.S. at UMBC is accredited by ABET, Inc.Computer Enginering gradutes rom UMBC re uccessful practitioners of the ar and science of enginnering in computer-related fields, using he problem-solving skills, echnical expertise, teamwork xperience, and knowledge ofprofessional practices obtained atUMBC to contribute to the success of their organizations and advance theircareers. To successfully adapt to the rapid changes in computerechnology, MBC computer ngineers re ngaged in life-long learning, ncluding, where ppropriate, graduate chool training in professional and echnical skills at the masters anddoctoral levels.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,"The Computer Engineering, B.S. at UMBC is accredited by ABET, Inc. [16]",,,FALSE,True,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Science in Computer Science,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,Not Required,Required,"To be considered for undergraduate admission, first-year students must submit the Common App, an essay/personal statement, and official high school transcripts. There is a $75 non-refundable application fee. Letters of recommendation are optional but can be submitted through the Common App. [3, 14]",Not Required,,True,False,True,True,False,False,,True,False,False,False,True,True,False,False,False,,,,College of Engineering and Applied Science,,,,,,,,"['Game Development Track', 'Cybersecurity Track']",,"The Bachelor of Science program in Computer Science provides a solid and broad-based education in computer science that will prepare students for a wide range of careers in the computer field and for advanced study in computer science. The curriculum provides a thorough grounding in the fundamentals of computer science, including the theory of computation; the design and analysis of algorithms; the architecture of computer hardware, and the design and implementation of programming languages, operating systems, database systems, and other complex software. Students may choose from a wide range of advanced elective courses to concentrate in particular areas of computer science, such as artificial intelligence, computer networks, cybersecurity, database systems, game development, graphics, and robotics.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,"The Bachelor of Science program in Computer Science is accredited by the Computing Accreditation Commission of ABET, http://www.abet.org.",,,FALSE,True,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,120.0,112.0,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Science in Information Systems,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"In its holistic review of applications, UMBC considers several factors, including grade point average, academic trend, the strength of the curriculum, and a personal essay. Applicants are required to submit an official high school transcript. The application is completed via the Common App, which includes an essay. [4, 6]",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,True,False,False,,,,College of Engineering and Information Technology,,,,,,,,,,"The Bachelor of Science in Information Systems program prepares students for a career as an information systems professional. An information systems professional understands how to use and manage information and information technology in all types of organizations. The curriculum provides a solid foundation in business and is focused on how to analyze, design, and implement information systems; how to manage all forms of information and information technology; and how to use information and information technology for the strategic advantage of the organization. The information systems field is a broad one and the required and elective courses in the major give a student not only a solid background in the information systems field but also allow for a student to pursue an area of particular interest.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,110.0,,,,6.0,,,54.0,,79.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Science in Mechanical Engineering,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,,,"First-year students interested in Mechanical Engineering are initially admitted as Pre-Mechanical Engineering students. Full admission to the Bachelor of Science in Mechanical Engineering is granted after completing gateway courses. The program requires a minimum of 120 credits with a GPA of at least 2.0, completion of 45 upper-level credits, and fulfillment of residency, Writing Intensive, and General Education requirements. [16]",Not Required,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,College of Engineering and Information Technology,,,,,,,,,,"Today’s mechanical engineer must be soundly educated in the mechanics of solids and fluids, thermodynamics and heat transfer, the science of materials, and the principles and techniques of mechanical engineering design. The BS in Mechanical Engineering program (BSME) program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org, under the General Criteria and Program Criteria for Mechanical and Similarly Named Engineering Programs. The mission of the Department of Mechanical Engineering is to graduate students with a sound basis for professional practice and a career in lifelong learning. We do this through classroom experiences, individual advising, undergraduate research opportunities and open-ended, hands-on experiences.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,"The BS in Mechanical Engineering program (BSME) program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org, under the General Criteria and Program Criteria for Mechanical and Similarly Named Engineering Programs. [1]",,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Arts in Social Work,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"For admission to the Bachelor of Arts in Social Work program (BASW), an applicant must meet the following requirements: Complete approximately 60 transferable liberal arts credits from an accredited undergraduate institution and/or an associate degree program. A minimum of 2.5 QPA on a 4.0 scale is required. Applicants with QPAs below 2.5 may be considered for admission under provisional status. [1]",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,School of Social Work,,,,,,,,,,"The Baccalaureate Social Work Program at UMBC is part of the University of Maryland’s School of Social Work. The School offers a continuum of social work degree programs – – baccalaureate, masters, and doctorate. The masters and baccalaureate programs are fully accredited by the Council on Social Work Education, a nationally recognized organization founded to promote and improve quality of education in social work. The UMBC program is responsible for preparing the baccalaureate level professional in generalist practice. The focus of study is on generalist practice with individuals, families, groups, and communities. Students learn a range of skills and helping techniques that will enable them to intervene effectively in addressing social problems. The Program makes maximum use of the opportunities for enrichment of social work education provided by UMBC – creative instruction, involvement of undergraduates in research and community service, a full range of liberal arts programs, and a technologically advanced campus.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,"The masters and baccalaureate programs are fully accredited by the Council on Social Work Education, a nationally recognized organization founded to promote and improve quality of education in social work. [17]",,,FALSE,False,,,2.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Arts in Individualized Study,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,,Required,"Admission to the B.A. in Individualized Study is by application only, typically during the sophomore or early junior year. Applicants must have a cumulative GPA of at least 3.00 at UMBC. A formal application submitted to the program director for review by the Individualized Study Faculty Committee must include: a completed application form; a detailed statement of the student’s educational and career goals; an essay explaining why an individualized program is more suitable than a structured major; a proposed list of courses developed with faculty advisors; and two letters of recommendation from faculty members.",Not Required,,True,False,False,False,False,False,,True,False,False,False,True,True,False,False,False,,,,Interdisciplinary Studies,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,120.0,,,,6.5,,,58.0,,80.0,,,,,,,,,,,,,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False
,Bachelor of Science in Individualized Study,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,Not Required,Required,"To apply for the Bachelor of Science in Individualized Study, prospective students must first be admitted to UMBC. The application process for the individualized study major is initiated with the Interdisciplinary Studies (INDS) office and requires the development of a detailed program proposal, a statement of purpose, and letters of recommendation from faculty sponsors. The proposal must be approved by the INDS Committee on Individualized Study. For general freshman admission to UMBC, a holistic review is conducted, considering high school GPA, the strength of the curriculum, and a required essay. [11] Two letters of recommendation are optional but will be reviewed if submitted. [11] SAT and ACT scores are optional for most applicants. [11]",Not Required,,True,False,True,False,False,False,,True,False,False,False,False,True,False,False,False,,,,The Interdisciplinary Studies Program,,,,,,,,,,"The Individualized Study program (IVST) provides a unique opportunity for undergraduate students to design an approved major that is not otherwise available at UMBC. The program is designed for students with well-defined academic and career goals that can be met by combining courses from two or more disciplines in a focused and coherent manner. Students in the program work closely with faculty mentors and the IVST program director to design a course of study that meets their individual needs and interests. The program is not a way to avoid specific university or departmental requirements, but rather an opportunity to create a rigorous and challenging academic program that is tailored to the individual student.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,2,,,,,,,,,,,,,,,,,,False,False,,,105.0,,,,6.5,,,,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Bachelor of Arts in Management of Aging Services,,,,,Undergraduate,Fall 2026,,,,Not Required,Required,Not Required,,"To apply for the Bachelor of Arts in Management of Aging Services, applicants must complete the Common App. Required supporting documents include an official transcript (and international transcript, if applicable). Applicants may also choose to submit standardized test scores and/or letters of recommendation. [5]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Erickson School of Aging Studies,,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based,FALSE,,,FALSE,FALSE,,,False
,Minor in Acting,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The Minor in Acting is designed for current UMBC students. The program page does not specify a separate application process, documents, or entrance audition to declare the minor. The primary requirements are the successful completion of 21 course credits.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,Department of Theatre,,,,,,,,,,"The Acting Minor is for students who wish to hone their performance skills through foundational training in voice, movement, and craft. Students in the minor will be strongly encouraged to perform on stage in Department productions to gain practical experience. Whether your goal is to enhance your communication skills, build confidence, or pursue a career in the performing arts, the Acting Minor provides a robust foundation to achieve your aspirations. [3]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Africana Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To declare a minor in Africana studies, a student must complete 18 credits in Africana studies. The courses selected to fulfill the requirements of the minor must include nine credits of introductory-level courses. The other nine credits will be earned in upper-level courses of the student's interest and selection. A minimum grade of 'C' must be earned in each course counting toward the minor. [14]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"College of Arts, Humanities and Social Sciences",,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Aging Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To be admitted to the minor, students must have a cumulative GPA of 2.5. Application forms for the minor are available at the Erickson School of Aging Studies.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,Erickson School of Aging Studies,,,,,,,,,,"Offered by Management of Aging Services, students can combine the Aging Studies Minor with a wide range of academic majors.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,A grade of C or better is required in all courses for the minor. [1],,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"grants, scholarships, work-study, and loans [1]",FALSE,,,FALSE,FALSE,,,False
,Minor in American Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"To complete a minor in American studies, students must complete 18 credits of coursework with a grade of 'C' or better in each course. These credits include AMST 200 - Introduction to American Studies and 15 additional credits in American studies, with at least nine credits at the 300 or 400 level. These courses must be chosen in consultation with an American studies advisor.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,American Studies Department,,,,,,,,,,The minor in American studies is an 18-credit interdisciplinary program of study. Students must complete AMST 200 - Introduction to American Studies (3 credits). The remaining 15 credits must be from courses on the approved list for the minor and chosen from at least three different departments. At least nine of these 15 credits must be at the 300 level or above. No more than six credits may be in the student’s major. The American studies program director may approve courses not on the approved list if they have significant American content. Students should consult with the director in planning their course of study for the minor.,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Ancient Studies,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,"The minor in ancient studies requires the successful completion of 18 credits (six courses). Students must take one core course from the list below (ANCS 210, ANCS 230, ANCS 310, or HIST 210). The remaining five courses must be taken from the list of approved electives. Electives must be chosen from at least two different departments. At least three of the total six courses must be at the 300 level or above. No more than one course from a student's major requirements may be counted toward the minor.",Not Required,,True,False,True,False,False,False,,True,False,False,False,True,True,False,False,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,"UMBC's ancient studies program offers a cultural exploration of ancient Greece and Rome. Through a minor in ancient studies, you'll study Latin, Greek, archaeology, and ancient history to spark your curiosity for old and new ways of thinking. Explore languages and ancient worlds that are relevant to modern times. [2]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,115.0,,,,6.5,,,53.0,,80.0,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Anthropology,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The minor in anthropology requires a minimum of 19 credits, including a minimum of 9 credits at the 300 level or above. No more than two courses from a student's major may be used to fulfill the requirements for the anthropology minor. All courses for the minor must be completed with a grade of 'C' or better.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,"The minor in anthropology is designed for students who want to become familiar with the several subfields of the discipline-cultural anthropology, archaeology, and biological anthropology-but do not want to commit to a full academic major. The minor provides a structured program to give a broad-based background to the field of anthropology. The department's director of undergraduate studies advises all minors. Students can declare a minor at any time at the Office of the Registrar. A grade of 'C' or better is required in all courses applicable to the minor.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Applied Linguistics,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Optional,Required,The minor in applied linguistics requires a total of 21 credits. All courses for the minor must be passed with a grade of 'C' or better. A minimum of nine credits in the minor must be taken at UMBC.,Not Required,,True,False,,,,,,,False,False,False,,,,False,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,
,Minor in Arabic Language and Culture,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The provided URL is for the catalog entry of the 'Minor in Arabic Language and Culture', which lists the coursework required to complete the minor. It does not specify a separate application process or document requirements to declare the minor. The general application process for undergraduate admission to UMBC mentions that submitting standardized test scores and/or letters of recommendation is optional. [1] Students must complete the Common App for university admission. [1]",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,The minor in Arabic is designed for students who want to develop a special competence in the Arabic language and culture.,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,Merit-based scholarships,FALSE,,,FALSE,FALSE,,,False
,Minor in Art History,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,Students wishing to declare a minor in art history should consult with the minor advisor to plan a course of study and complete a Declaration of Minor form.,Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,The minor in art history provides a broad overview of the history of art. It is designed for students who have an interest in the history of art but who do not wish to major in the field. The minor allows a student to explore the history of art as a complement to a major in another discipline or program.,,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2.5,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Asian American Studies,,,,,Associate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The minor in Asian American studies requires 18 credits of coursework (six courses), of which at least nine credits must be at the 300-level or above. A minimum grade of ""C"" is required in all courses counted toward the minor. At least nine of the 18 credits for the minor must be taken at UMBC.

Required Courses:
AMST 220 - Introduction to Asian American Studies
AMST 325 - Immigrant America

Electives:
Four elective courses chosen from the following list. Other courses, including special topics, study abroad, and independent study, may be counted toward the minor with the approval of an AMST advisor. No more than one of the electives may be at the 100-level.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,The Asian American Studies department provides an interdisciplinary liberal arts program.,,,,,,,,,,"The minor in Asian American Studies provides students with a coherent, interdisciplinary program of study of the histories, communities and cultures of Asian-descended peoples in the United States. In addition to courses focused specifically on Asian Americans, the minor includes courses that place the Asian American experience in broader comparative, transnational and global contexts. The minor is sponsored by the American Studies Program.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Asian History,,,,,Associate,Fall 2026,,,,,,Not Required,Not Required,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"College of Arts, Humanities and Social Sciences",,,,,,,,,,"The History Department also offers a Minor in Asian History which gives concrete recognition to students who have achieved a broad understanding of Asia. [1] It provides students excellent preparation for careers in international affairs, education, journalism, business, and law. [1] Elective courses must be distributed in such a way that each student has no less than 3 credits in Chinese history and no less than 3 credits in Japanese history. [1]",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Asian Studies,,,,,Associate,Fall 2026,,,,Not Required,Not Required,Not Required,Not Required,"The minor in Asian studies requires the successful completion of 18 credits (six courses) from the list of approved courses with a grade of “C” or better. No more than two courses at the 200 level can be counted toward the minor. At least three courses must be at the 300 level or above. In addition, one year of an Asian language (or the equivalent) is required. This language requirement may be fulfilled by taking language courses at UMBC or another institution, or by demonstrating proficiency at the second-semester level. The language courses do not count toward the 18 credits for the minor. Students should be aware that many of the upper-level courses that can be counted toward the minor have prerequisites. No more than nine of the 18 required credits for the minor may be taken in any one department.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,True,False,,,,"College of Arts, Humanities, and Social Sciences",,,,,,,,,,"Recognizing that an understanding of Asia is a crucial component of an undergraduate education in any field, Asian Studies offers a minor and upper-level Asian Studies Certificate.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
,Minor in Astrophysics,,,,,Associate,Fall 2026,,,,Not Required,Not Required,,,"To complete the Minor in Astrophysics, students must complete five courses, including three required astronomy courses and two electives from Physics and/or Astronomy. A minimum GPA of 2.0 is mandatory for all minor courses, and each course must be passed with a grade of 'C' or better. Students are required to file a completed Declaration of Minor form with the Registrar's Office.",Not Required,,True,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,"The minor in astrophysics is designed for students with a strong interest in astronomy and astrophysics who do not have the time to commit to the full physics B.S. track in astrophysics. The minor provides a basic background in the subject and prepares students for a variety of pursuits, including graduate school in astronomy or astrophysics. It is also well-suited for students who plan to enter a career in education.",,https://catalog.umbc.edu/content.php?catoid=40&navoid=2898,,,,FALSE,True,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False
