QsWorldRanking,School,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,Term,LiveDate,DeadlineDate,Fees,AverageScholarshipAmount,CostPerCredit,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,Program duration,Tuition fee,Program name,Program Page url
89,College of Health and Human Sciences,,4.0,3.0,,"August, October, January, March, May, June",,,"$33,750 total program cost",,750,,,,As little as 24 months,"$33,750 total program cost",Master of Health Administration in Public Health,https://www.purdue.edu/online/program/master-of-health-administration/
89,School of Aeronautics and Astronautics,,4.0,3.0,,"Fall, Spring",September 1,"December 15 (Fall), July 1 (Spring)","$15,945.70/Semester",,$948.30,,,"Merit-based (Fellowships, Research and Teaching Assistantships)",1.5 - 2 years,31891.4,Master of Science in Aeronautics and Astronautics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture and College of Engineering,,4.0,3.0,,"Fall, Spring, Summer",,"January 1 (Fall), September 1 (Spring)","$28,794/Year",,$948.30,,,"Graduate Research Assistantships (RA), Graduate Teaching Assistantships (TA), Fellowships",1.5 - 2 years,"$28,794/Year",Master of Science in Agricultural and Biological Engineering,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture,,4.0,3.0,,"Fall, Spring",,January 1,"$28,804/Year (Non-resident)",,$948.30,Full tuition waiver plus monthly stipend,100%,"Assistantships (Research/Teaching), Fellowships",1.5 - 2 years,"$28,804/Year (Non-resident)",Master of Science in Agricultural Economics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture,,4.0,3.0,,"Fall, Spring",,December 15,"$14,801/Semester",,$940.75,,,"Assistantships, Fellowships",2 years,"$14,801/Semester",Master of Science in Agricultural Sciences Education and Communication,https://catalog.purdue.edu/preview_entity.php?catoid=15&ent_oid=4544
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer",,January 1,"$28,794/Year",,948.30,,,"Assistantships, Fellowships",2 years,"$28,794/Year",Master of Science in Agronomy,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer","September 1, 2025","January 1 (Priority/Fall), August 1 (Spring)","$28,794/Year",,$948,Full tuition waiver,,Graduate Assistantships (Research/Teaching),2 years,"$28,794/Year",Master of Science in Animal Science,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Liberal Arts,,4.0,3.0,,Fall,,December 1,"$28,802/Year",,$948.30,,,Assistantships and Fellowships (Merit-based),2 years,"$28,802/Year",Master of Science in Anthropology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer",,July 1,"$25,530",,$851,,,,12-24 months,"$25,530",Master of Science in Applied Geospatial Analytics,https://www.purdue.edu/online/programs-of-study/
89,"College of Science, College of Engineering, College of Liberal Arts, College of Agriculture, Purdue Polytechnic Institute, and the Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,"Fall, Spring, Summer",,"July 1 (Priority), August 1 (Final)","$22,500 total",,$750,,,,30 credit hours,"$22,500 total cost",Master of Science in Artificial Intelligence,https://www.purdue.edu/online/program/master-of-science-in-artificial-intelligence/
89,College of Health and Human Sciences,,4.0,3.0,,Summer,"July 1, 2025","January 15, 2026","$9,992/Year (Resident); $28,802/Year (Non-resident)",,$329.05 (Resident); $948.30 (Non-resident),,,Merit-based,2 years,"$9,992/Year (Resident); $28,802/Year (Non-resident)",Master of Science in Athletic Training,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Veterinary Medicine,,4.0,3.0,,"Fall, Spring",,,"$14,397/Semester (Non-resident); $4,996/Semester (Resident)",,$948.30 (Non-resident); $329.05 (Resident),,,,2 years,"$14,397/Semester (Non-resident); $4,996/Semester (Resident)",Master of Science in Basic Medical Sciences,https://catalog.purdue.edu/preview_entity.php?catoid=9&ent_oid=2780&returnto=11210
89,College of Agriculture,,4.0,3.0,,Fall,"September 1, 2025","December 1, 2025","$31,104/Year",,$948.30,,,"Graduate Assistantships (Research/Teaching), Fellowships",2 years,"$31,104/Year",Master of Science in Biochemistry and Molecular Biology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Science,,4.0,3.0,,"Fall, Spring","September 1, 2025","December 1, 2025","$29,804/Year",,$948.30,,,"Graduate Assistantships (Teaching and Research), Fellowships",2 years,"$29,804/Year",Master of Science in Biological Sciences,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,Weldon School of Biomedical Engineering,,4.0,3.0,,"Fall, Spring",,"December 15 (Fall Priority), September 15 (Spring)","$28,794/Year",,$948.30,,,"Fellowships, Graduate Research Assistantships (GRA), Graduate Teaching Assistantships (GTA)",1-2 years,"$28,794/Year",Master of Science in Biomedical Engineering,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer",September 2025,"January 1, 2026","$28,810/Year (Non-resident); $10,002/Year (Resident)",,$948.30 (Non-resident); $347.85 (Resident),,,"Research Assistantships, Teaching Assistantships, and Fellowships",2 years,"$28,810/Year",Master of Science in Botany and Plant Pathology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,Summer,"September 1, 2025","May 1, 2026","$51,000",,"$1,417",,,Merit-based,11 months,"$51,000",Master of Science in Business Analytics and Information Management,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Science,,4.0,3.0,,Fall,September 2025,"December 15, 2025","$28,804/Year",,$948.30,,,Teaching and Research Assistantships,2 years,"$28,804/Year",Master of Science in Chemistry,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,Lyles School of Civil Engineering,,4.0,3.0,,"Fall, Spring, Summer","September 1, 2025","December 15, 2025 (Priority/Funding); May 1, 2026 (International Final); July 1, 2026 (Domestic Final)","$29,820/Year",,$948.30,,,"Research Assistantships (RA), Teaching Assistantships (TA), Fellowships",1.5 - 2 years,"$29,820/Year",Master of Science in Civil Engineering,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Pharmacy,,4.0,3.0,,Fall,,January 1,"$28,794/Year",,$948.30,,,"Graduate Assistantships (Teaching/Research), Fellowships",2 years,"$28,794/Year",Master of Science in Clinical Pharmaceutical Sciences,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Health and Human Sciences,,4.0,3.0,,Fall,"September 1, 2025","January 1, 2026","$28,804/Year",,$948,,,,2 years,"$28,804/Year",Master of Science in Clinical Psychological Sciences,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
,Brian Lamb School of Communication,,4.0,3.0,,"Spring, Summer, Fall",,,"$23,000 Total",,$766.67,,,,20 months,"$23,000 Total",Master of Science in Communication,https://landing.online.purdue.edu/wp-content/uploads/2020/06/prd_comm_brochure_200609.pdf
89,College of Veterinary Medicine,,4.0,3.0,,"Fall, Spring","September 1, 2025","January 1 (International), June 1 (Domestic)","$29,804/Year",,$948.30,,,"Research Assistantships, Teaching Assistantships, Graduate Fellowships",2 years,"$28,794/Year",Master of Science in Comparative Pathobiology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,Purdue Polytechnic Institute,,4.0,3.0,,"Fall, Spring, Summer",,"March 1 (International Fall), July 1 (Domestic Fall)","$28,794/Year",,$948.30,,,Graduate Assistantships,30 credit hours,"$28,794/Year",Master of Science in Computer and Information Technology,https://polytechnic.purdue.edu/newsroom/purdue-leads-awarding-phd-degrees-black-boilermakers-engineering-related-technology
89,Purdue Polytechnic Institute,,4.0,3.0,,"Fall, Spring",,"Fall: February 1 (International), April 1 (Domestic); Spring: September 1 (International), October 1 (Domestic)",,,,,,"Assistantships (Teaching/Research), Fellowships, Merit-based",33 credit hours (Typically 4 semesters),,Master of Science in Computer Graphics Technology,https://old.polytechnic.purdue.edu/degrees/ms-computer-graphics-technology/faq
89,College of Science,,4.0,3.0,,"Fall, Spring",,"December 15 (Fall), September 1 (Spring)","$14,902/Semester",,$948.30,,,"Assistantships (TA/RA), Fellowships",2 years,"$29,804/Year",Master of Science in Computer Science,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Health and Human Sciences,,4.0,3.0,,"Fall, Spring",,,"$28,802/Year",,$948.30,,,"Graduate Assistantships, Fellowships",2 years,"$28,802/Year",Master of Science in Consumer Science,https://catalog.purdue.edu/mime/media/16/11105/2023-2024+College+of+Health+and+Human+Sciences.pdf
89,College of Science,,4.0,3.0,,"Fall, Spring","September 1, 2025","January 1, 2026","$28,794/Year",,$929.05,,100%,"Research Assistantships, Teaching Assistantships, Fellowships",2 years,"$28,794/Year (Non-resident)","Master of Science in Earth, Atmospheric, and Planetary Sciences","The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,Fall,September 2025,"June 15 (International), July 15 (Domestic)","$44,142",,,,,Merit-based,10 months,"$44,142",Master of Science in Economics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,Elmore Family School of Electrical and Computer Engineering,,4.0,3.25,,"Fall, Spring, Summer",,July 1,"$22,500 total",,750,,,,10-12 months,"$22,500 total",Master of Science in Electrical and Computer Engineering,https://www.purdue.edu/online/program/master-of-science-in-electrical-computer-engineering/
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer",,January 1 (Fall priority),"$28,804/Year (Non-resident)",,$948.30 (Non-resident),,,"Assistantships (Research/Teaching), Fellowships",2 years,"$28,804/Year (Non-resident)",Master of Science in Entomology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Division of Environmental and Ecological Engineering, College of Engineering",,4.0,3.0,,"Fall, Spring","September 1, 2025","December 15, 2025 (Priority/Funding); May 1, 2026 (International Final); July 1, 2026 (Domestic Final)","$29,132/Year",,$948.30,"Full tuition waiver plus stipend (approx. $20,000 - $30,000 per year)",100% of tuition (for TA/RA positions),"Research Assistantships (RA), Teaching Assistantships (TA), Fellowships",1.5 to 2 years,"$29,132/Year",Master of Science in Environmental and Ecological Engineering,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,Fall,,,"$48,654 (Non-Resident/International Total)",,,,,Merit-based,10 months,"$48,654",Master of Science in Finance,https://management.buffalo.edu/degree-programs/master-of-science-ms/finance.html
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer",,January 1 (Fall priority),"$28,794/Year",,$929.05 (Non-resident),,,"Graduate Assistantships (Research/Teaching), Fellowships",2 years,"$28,794/Year",Master of Science in Food Science,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer",August 2025,January 1,"$14,401/Semester",,,,,"Assistantships (Research and Teaching), Fellowships",2 years,"$14,401/Semester",Master of Science in Forestry and Natural Resources,https://catalog.purdue.edu/preview_program.php?catoid=18&poid=32424
89,"Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,"Spring, Summer",,,"$52,970/Total Program",,,,,Merit-based,10 months,"$52,970/Total Program",Master of Science in Global Supply Chain Management,https://catalog.purdue.edu/preview_program.php?catoid=18&poid=32584
89,College of Health and Human Sciences,,4.0,3.0,,"Fall, Spring","September 1, 2025",January 1,"$9,992/Year (Resident); $28,794/Year (Non-Resident)",,$329.05 (Resident); $929.75 (Non-Resident),,,"Assistantships (TA/RA), Fellowships",1.5 - 2 years,"$9,992/Year (Resident); $28,794/Year (Non-Resident)",Master of Science in Health and Kinesiology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,School of Health Sciences,,4.0,3.0,,Fall,,January 5,"$28,794/Year",,,,,,2 years,"$28,794/Year",Master of Science in Health Physics,https://hps.org/academiceducation/academiclisting/
89,"School of Health Sciences, College of Health and Human Sciences",,4.0,3.0,,"Fall, Spring","September 1, 2025 (estimated based on previous cycles for Fall 2026)",December 1 (Priority for Fall); May 1 (Final Domestic Fall),"$9,992/Year (Resident); $28,794/Year (Non-Resident)",,$329.05 (Resident); $948.30 (Non-Resident),,,"Research Assistantships, Teaching Assistantships, and Fellowships",2 Years,"$9,992/Year (Resident); $28,794/Year (Non-Resident)",Master of Science in Health Sciences,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Agriculture,,4.0,3.0,,"Fall, Spring, Summer","September 1, 2025","January 1, 2026","$28,794/Year",,$948.30,,,"Graduate Assistantships (Research and Teaching), Fellowships",2 years,"$28,794/Year",Master of Science in Horticulture,https://ag.purdue.edu/department/hla/index.html
89,"White Lodging-J.W. Marriott, Jr. School of Hospitality and Tourism Management",,4.0,3.0,,"Fall, Spring",,"January 1 (Fall Priority), April 1 (Fall International Final), June 15 (Fall Domestic Final), October 1 (Spring)","$28,794/Year",,$948.30,,,"Graduate Assistantships (Teaching/Research), Merit-based fellowships",2 years,"$28,794/Year",Master of Science in Hospitality and Tourism Management,https://www.mastersportal.com/studies/425412/hospitality-and-tourism-management.html?ref=related_programme_card
89,College of Health and Human Sciences,,4.0,3.0,,Fall,"September 1, 2025",December 1,"$28,794/Year",,$948.30,,,"Assistantships (Teaching and Research), Fellowships",2 years,"$14,397/Semester",Master of Science in Human Development and Family Studies,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,"Mitchell E. Daniels, Jr. School of Business",,4.0,3.0,,Fall,,,"$46,554 (Total Program for Non-Residents)",,,,,Merit-based,3 semesters,"$46,554 (Total Program for Non-Residents); $23,430 (Total Program for Residents)",Master of Science in Human Resource Management,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Pharmacy,,4.0,3.0,,Fall,,,"$29,804/Year",,$948.30,,,,2 years,"$29,804/Year",Master of Science in Industrial and Molecular Pharmaceutics,https://www.bankbazaar.com/gold-rate-imphal.html
89,School of Industrial Engineering,,4.0,3.0,,"Fall, Spring","September 1, 2025","December 15, 2025","$29,804/Year",,"$1,326.60",,,"Fellowships, Research Assistantships, Teaching Assistantships",1.5 - 2 years,"$29,804/Year",Master of Science in Industrial Engineering,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,School of Materials Engineering,,4.0,3.0,,"Fall, Spring","September 1, 2025","December 15, 2025","$14,402/Semester",,$948,,,"Fellowships, Research Assistantships, Teaching Assistantships",1.5 - 2 years,"$28,804/Year",Master of Science in Materials Engineering,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Science,,4.0,3.0,,Fall,,January 5,"$28,804/Year",,$940.05,,,"Teaching Assistantships, Fellowships",2 years,"$28,804/Year",Master of Science in Mathematics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,Purdue School of Engineering and Technology,,4.0,3.0,,"Fall, Spring, Summer",,,,,,,,,,,Master of Science in Mechanical Engineering,https://bulletins.iu.edu/iupui/2023-2024/schools/purdue-enginer-tech/undergraduate/degrees/mech-energy-engr/graduate.shtml
89,College of Pharmacy,,4.0,3.0,,Fall,September 2025,December 15,"$28,794/Year",,$948.30,,,"Assistantships, Fellowships",2 Years,"$28,794/Year",Master of Science in Medicinal Chemistry and Molecular Pharmacology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,School of Nuclear Engineering,,4.0,3.0,,"Fall, Spring, Summer",,January 1,"$28,794/Year",,$948.30,,,"Assistantships (Teaching and Research), Fellowships",1.5 - 2 years,"$28,794/Year",Master of Science in Nuclear Engineering,https://www.scribd.com/document/415301921/Purdue-Engineering-2010-pdf
89,School of Nursing,,4.0,3.0,,Fall,,January 1,"Resident: $12,807/Year; Non-Resident: $31,609/Year",,Resident: $329.05; Non-Resident: $948.30,,,"Merit-based, Need-based",2-3 years,"Resident: $12,807/Year; Non-Resident: $31,609/Year",Master of Science in Nursing,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Health and Human Sciences,,4.0,3.0,,"Fall, Spring",,"January 1 (Fall), October 1 (Spring)","$9,992/Year (In-state), $28,794/Year (Out-of-state)",,"$329.05 (In-state), $948.30 (Out-of-state)",,,"Fellowships, Graduate Assistantships (Teaching and Research)",2 years,"$9,992/Year (In-state), $28,794/Year (Out-of-state)",Master of Science in Nutrition Science,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Science,,4.0,3.0,,Fall,,December 15,"$28,794/Year",,$948.30,,,Assistantships (Teaching and Research) and Fellowships,2 years,"$28,794/Year",Master of Science in Physics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Health and Human Sciences,,4.0,3.0,,Fall,,December 1,"$29,804/Year",,,,,"Fellowships, Graduate Assistantships",2 years,"$29,804/Year",Master of Science in Psychological Sciences,https://artsci.tamu.edu/psychological-brain-sciences/academics/graduate/psychological-sciences-ms.html
89,College of Liberal Arts,,4.0,3.0,,Fall,"September 1, 2025","January 1, 2026","$28,804/Year",,$948.30,,,"Assistantships (Teaching and Research), Fellowships",2 years,"$28,804/Year",Master of Science in Sociology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Science,,4.0,3.0,,Fall,"September 1, 2025","January 15, 2026","$28,804/Year",,$948.30,,,"Graduate Assistantships (TA/RA), Fellowships",2 years,"$28,804/Year (Non-resident)",Master of Science in Statistics,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,Purdue Polytechnic Institute,,4.0,3.0,,"Fall, Spring, Summer","September 1, 2025","April 1, 2026 (International Fall), July 1, 2026 (Domestic Fall)","$28,804/Year",,$948.30,,,"Assistantships (TA/RA), Fellowships",1.5 - 2 years,"$28,804/Year",Master of Science in Technology,"The official website for Purdue University is [purdue.edu](https://www.purdue.edu).

On this site, you can find information regarding:
*   Admissions: Requirements and applications for undergraduate and graduate programs.
*   Academics: Details on the university's various colleges, majors, and research initiatives.
*   Campus Life: Resources for current students, including housing, activities, and athletics.
*   Purdue System: Links to other campuses like Purdue University Indianapolis and Purdue Global."
89,College of Engineering,,4.0,3.0,,Spring,,,"$23,400",,780,,,,30 credit hours,"$23,400",Master of Science in Engineering in Autonomy,https://www.purdue.edu/newsroom/2024/Q4/purdue-offers-online-masters-degrees-in-autonomy-the-internet-of-things-and-robotics/
