Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
,"The doctoral program in computational and applied mathematics is designed for students with a very strong mathematical background. The program of study is arranged to fit individual needs and is planned with an adviser. Students in this program focus on the study of mathematical and computational methods that have application in one of the primary research areas represented by the applied mathematics faculty. Areas of faculty research include analytical and computational methods for ordinary and partial differential equations, numerical analysis, mathematical biology, computational neuroscience, mathematical finance, inverse problems, scientific computation, fluid dynamics, and probability and statistics.",https://www.apam.columbia.edu/phd-computational-and-applied-mathematics,,PhD,PhD in Computational and Applied Mathematics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,PhD,PhD in Mathematics and Statistics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Ph.D. program in Statistics is intended to prepare the student for a career in research and teaching at the university level or in industrial or government research. Students will acquire a broad and deep understanding of the theory and applications of statistics. The Department of Statistics emphasizes both the theory of statistics and its applications to a very wide variety of fields. The faculty have very diverse research interests, including Bayesian statistics, causal inference, data science, ecological statistics, functional data analysis, machine learning, probability, spatial statistics, statistical genetics, survey sampling, and time series. The atmosphere in the Department is informal. The low student-faculty ratio results in close working relationships between students and their professors. Students are encouraged to consult with any faculty member whose research interests them.",https://stat.columbia.edu/phd-program/,,PhD,PhD in Statistics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,,PhD in Medicine,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,,PhD in Music Theory and Composition,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Columbia University School of Nursing PhD program prepares nurse scientists to conduct research that generates new knowledge to advance the health of individuals, families, and communities. Our students work side-by-side with a faculty of renowned researchers on a wide array of research topics. Students are immersed in an environment of intellectual and scientific discovery where they are mentored to become independent and collaborative nurse scientists. Our graduates are highly sought after by academic and research institutions for their ability to advance nursing science and work inter-professionally to improve health outcomes and health care.",https://www.nursing.columbia.edu/academics/phd-program,,,"PhD in Nursing Science, Education, and Practice","The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The PhD Program in Nutritional and Metabolic Biology (NMB) provides outstanding training opportunities for students interested in the roles of nutrition and metabolism in human health and disease. The NMB program is administered through the Graduate School of Arts and Sciences (GSAS) and is based in the Institute of Human Nutrition (IHN) at the Columbia University Irving Medical Center (CUIMC). Students participate in a curriculum of basic science and nutrition-specific courses and conduct dissertation research in the laboratory of one of the program’s 50+ faculty mentors. Graduates of the NMB program are well positioned to be leaders in academic research, government, and industry.",https://www.ihn.cuimc.columbia.edu/education/phd-program-nutritional-and-metabolic-biology,,,PhD in Nutrition Studies,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"Columbia University’s interdisciplinary PhD Program in Theatre and Performance is the only theatre PhD program in New York City housed within a theatre department. We are also one of a very select number of theatre PhD programs in the United States administered jointly by a theatre department (in our case, the Theatre Program in the School of the Arts) and a department of literature and language (the Department of English and Comparative Literature). Our unique institutional structure allows students to develop a course of study that is at once deeply grounded in the discipline of theatre and performance studies and also alert to the kinds of critical and theoretical questions that have emerged from the fields of literary and cultural studies. The program is small, selective, and designed to train students as scholars and teachers by offering them a rigorous curriculum, supportive faculty mentorship, and a variety of pedagogical opportunities both in the undergraduate college and in the School of the Arts. Our faculty comprises a distinguished group of artists and scholars with a broad range of interests in theatre and performance history, theory, and practice.",https://english.columbia.edu/content/phd-program-theatre-and-performance,,PhD,PhD in Drama and Theatre Production,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Department of Astronomy offers a graduate program leading to the PhD degree in astronomy and astrophysics. The first two years are primarily devoted to coursework and to undertaking a research project. Students normally take three graduate-level courses in astronomy in their first year. Required courses for a PhD in astronomy include Radiative Processes, Astrophysical Gas Dynamics, and Structure and Evolution of Stars. In addition, students are required to take at least four other graduate-level courses, typically chosen from a list including High Energy Astrophysics, Galaxies, Observational Astronomy, Cosmology, and General Relativity. Upon passing the qualifying examination at the end of their second year, students begin dissertation research with a faculty adviser. The average time for completing the PhD is six years.",https://gsas.columbia.edu/degree-programs/phd-programs/astronomy-and-astrophysics,,,PhD in Astronomy and Astrophysics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Department of Physics offers a graduate program leading to the Ph.D. degree in physics. The first two years of the graduate program are devoted to advanced courses in physics and to starting research. Students are expected to complete the written qualifying examination by the start of their second year, and take an oral examination in the spring of their second year. The examination tests general knowledge of physics at the graduate level and the student’s ability to do research. Most students will have chosen a thesis adviser and started a research project by the end of their second year. The following years are devoted to research, culminating in a thesis. The department has a broad research program, with active experimental and theoretical research in astrophysics and cosmology, atomic-molecular-optical physics, condensed matter physics, gravitational physics, high energy nuclear physics, and high energy particle physics. Research is carried out in the laboratories of the department, and also at a number of associated laboratories and institutes including the Nevis Laboratories, the Columbia Astrophysics Laboratory, the Goddard Institute for Space Studies, and the Brookhaven National Laboratory. Further details of the research program are given on the department’s website.",https://www.physics.columbia.edu/content/graduate-programs,,,PhD in Physical Sciences,https://www.physics.columbia.edu/content/graduate-programs,
,"The PhD program in the Physics Department is designed to provide students with a broad grasp of the fundamental principles of physics, and to provide them with the experience of performing original and independent research at the frontiers of the field. Typically, students take a core of graduate-level courses in the first two years, while simultaneously beginning their research careers by working with a faculty member. The program of study is designed with sufficient flexibility so that students can design a course load that suits their specific needs and interests. Upon passing a qualifying examination, usually at the end of their second year, students become full-time researchers, culminating in the preparation and defense of a doctoral dissertation. The department has a large and diverse faculty with research interests in astrophysics, condensed matter physics, high energy (particle) physics, atomic-molecular-optical (AMO) physics, and theoretical physics. More detailed descriptions of research opportunities can be found on our research page.",https://physics.columbia.edu/content/phd-program,,,PhD in Physics,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['American Politics', 'Comparative Politics', 'International Relations', 'Political Theory']","The Department of Political Science at Columbia University is one of the oldest and most respected disciplines in the country. Our PhD program is one of the finest in the world. We offer a comprehensive and rigorous training in the analytical and methodological skills needed to produce cutting-edge research in political science. We encourage students to engage in multi-disciplinary work by taking courses in other departments and schools at Columbia. We are also a member of the Inter-University Doctoral Consortium, which allows students to take courses at other major universities in the New York area. Our graduates obtain leading positions at top research universities, liberal arts colleges, and in the public and private sectors. The PhD program provides training in four major subfields: American Politics, Comparative Politics, International Relations, and Political Theory. The first two years of the program are devoted primarily to coursework. In addition to general departmental requirements, students are required to take courses in at least two of the four major subfields offered. All students are required to take courses in research design and quantitative methods; advanced training in quantitative and qualitative methodology is available and strongly encouraged. In the spring of their second year, students take their oral qualifying exam. The third year is spent on developing a dissertation prospectus and taking the dissertation prospectus exam. The remainder of a student’s time in the program is devoted to writing a dissertation. Students also gain teaching experience and training by working as a teaching assistant for at least two semesters. Our faculty work closely with students throughout their time in the program. Graduate students have many opportunities to interact with faculty and their peers and present their work. The department has five major workshops in which students and faculty discuss work-in-progress. In addition, there are a number of more informal student-run workshops.",https://polisci.columbia.edu/content/phd-program,,PhD,PhD in Political Science and Government,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The PhD program in Behavioral and Social Sciences trains students in the theories and methods of behavioral and social sciences with a focus on their application to public health. The program prepares students to become independent researchers and teachers who can contribute to our understanding of the social and behavioral determinants of health and to the development and evaluation of innovative public health interventions. The PhD program draws on faculty and resources from across the Department of Sociomedical Sciences and the Mailman School of Public Health, and provides a strong foundation for a variety of careers in academic and research settings. Our graduates have pursued careers in a range of settings, including schools of public health, medical schools, and liberal arts colleges, as well as in government agencies and private research organizations.",https://www.publichealth.columbia.edu/academics/doctoral-programs/phd-program-behavioral-and-social-sciences,,,PhD in Behavioral Sciences,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Ph.D. Program in Clinical Psychology at Teachers College, Columbia University has a proud history and a long-standing reputation for excellence. We were one of the first programs to be accredited by the American Psychological Association (APA) in 1947, and we have been continuously accredited by the APA since that time. Our program is a ""scientist-practitioner"" program (also known as the ""Boulder Model"") in which we train our students to be both scientists and practitioners. We believe that clinical practice should be evidence-based and informed by the latest research, and that research should be clinically relevant and informed by the complexities of clinical practice. Our program offers excellent training in research and clinical work with a wide range of populations. Our graduates go on to work in a variety of settings, including academia, hospitals, community mental health centers, and private practice. We are committed to fostering a diverse and inclusive environment in which all students can thrive. We believe that a diverse student body enriches the learning environment and prepares our students to work with a diverse range of clients. We are also committed to social justice and to using psychology to make a positive impact on the world.",https://www.tc.columbia.edu/clinical-psychology/phd/,"Our Ph.D. program is accredited by the American Psychological Association (Commission on Accreditation, 750 First Street, NE, Washington, DC 20002-4242; 202-336-5979), and is an approved program by the New York State Education Department for the purpose of professional licensure in psychology.",PhD,PhD in Clinical Psychology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
Bilingual Latinx Mental Health Concentration,"The Doctoral Program in Counseling Psychology (Ph.D.) at Teachers College, Columbia University has a long history of providing high-quality doctoral training in psychology. Our program is built on the scientist-practitioner model of training, which emphasizes the integration of science and practice. Through our program, students learn to be consumers and producers of research and to engage in culturally-informed, evidence-based practice. We view the integration of science and practice as synergistic and essential for a successful career as a counseling psychologist in a wide variety of settings. We aim to produce psychologists who are leaders in the field and who are well-prepared to engage in a wide variety of professional activities, including research, teaching, clinical practice, supervision, and consultation. Our training philosophy is grounded in a deep and abiding respect for cultural diversity. We train students to work with people from all walks of life, including individuals from diverse racial, ethnic, and cultural backgrounds; sexual orientations; gender identities; socioeconomic statuses; and ability/disability statuses. We also emphasize the importance of social justice and advocacy and train our students to be agents of change in their communities and in the broader society.",https://www.tc.columbia.edu/counseling-and-clinical-psychology/counseling/doctoral-program-in-counseling-psychology-phd/,"The Doctoral Program in Counseling Psychology is accredited by the American Psychological Association (Commission on Accreditation, 750 First Street, NE, Washington, DC 20002-4242; 202-336-5979). The program has been continuously accredited by APA since 1980.",PhD,PhD in Counseling Psychology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Ph.D. program in Developmental Psychology studies the cognitive and social development of children in a variety of contexts, including family, peer groups, school, and neighborhood, and it is also concerned with how this development is shaped by broader social, cultural, and economic circumstances. The goal of our program is to train researchers who will make significant contributions to the field of developmental psychology. All students are expected to become competent in the theories, research methods, and research literature of the field. Each student's program is individually planned to emphasize his or her particular interests.",https://www.tc.columbia.edu/developmental-psychology/phd/,,PhD,PhD in Developmental and Child Psychology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"Perception, Cognition & Decision, Personality & Social Psychology, Neuroscience & Behavior","The Department of Psychology offers a program of study leading to the Ph.D. in experimental psychology. The goal of the program is to train students to become scientists who will advance the field of psychology. Students will acquire the skills necessary for a career in research and teaching. This is a full-time, research-intensive program. We do not offer a part-time option. We do not offer a master's degree or a professional degree (e.g., in clinical, counseling, or school psychology). We do not have a separate M.A. program. However, students in the Ph.D. program can earn the M.A. and M.Phil. degrees as they progress toward the Ph.D.",https://psychology.columbia.edu/content/phd-experimental-psychology,,,PhD in Experimental Psychology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The primary objective of the Ph.D. program in Social-Organizational Psychology is to train students to conduct research in a variety of settings including academic, industrial, and government. Most of our Ph.D. students have an interest in an academic career involving teaching and research. However, a significant portion pursues careers in research and consultation in organizations. To prepare students for either career path, we offer a curriculum and research experience that balances theory and application. Although the doctoral program is structured to include courses in both social and organizational psychology, students can pursue either area in more depth. In addition to coursework, students participate in a research team under the direction of a faculty advisor. They typically work on their advisor's research projects while also conducting their own independent research, which generally culminates into the student's Master's thesis and Doctoral dissertation. Furthermore, all students in our Ph.D. program are required to demonstrate competence in both teaching and field research by being a teaching assistant in at least one course at TC and completing a field project at our affiliated research center, the Center for Creative Leadership (CCL®), typically in the summer after their second or third year.",https://www.tc.columbia.edu/organization-and-leadership/social-organizational-psychology/degrees/phd-program/,,PhD,PhD in Industrial and Organizational Psychology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['Integrative Neuroscience (division)', 'Foundations of Human Behavior (division)', 'Cognitive, Affective, and Social Neuroscience (optional concentration)']","The Columbia University Doctoral Program in Psychology has as its primary goal the training of PhD psychologists who are research scientists. Students are admitted into one of two divisions: 1) the 'Integrative Neuroscience' division which includes cognition, cognitive neuroscience, and psychobiology and neuroscience, or 2) the 'Foundations of Human Behavior' division which includes perception, social psychology, and personality psychology. There are many opportunities to work in an interdisciplinary fashion as there are numerous connections to other departments, centers, and institutes at Columbia. There is an optional concentration in 'Cognitive, Affective, and Social Neuroscience'. Our Ph.D. program in Psychology is a full-time program. We do not offer a terminal master's degree or any part-time, online, or summer-only programs. We do not have a separate doctoral program in clinical, counseling, or school psychology. Such professional training is offered through other schools at Columbia (see the list of related programs for more information).",https://psychology.columbia.edu/graduate,,PhD,PhD in Psychology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The School Psychology Ph.D. program is built upon a scientist-practitioner model and is designed to prepare psychologists who will assume leadership positions in academic and/or research settings and who will advance the science and practice of school psychology. The primary goal of the Ph.D. program is to prepare graduates to engage in scholarly research and to prepare the next generation of practitioners through university-level teaching and supervision. Graduates are also fully license-eligible as psychologists and as certified school psychologists. The program curriculum and practicum training experiences are carefully designed to prepare students for these roles and to meet all program goals and objectives. The program emphasizes a bio-ecological-developmental approach to assessment and intervention, while considering the cultural context in all of the work in which we engage. There is a strong emphasis on research training, particularly in the later years of study, when students are encouraged to specialize in an area of interest with the support of a faculty mentor. Some examples of student research specializations are academic and social-emotional interventions for children, bilingual school psychology, developmental disabilities, early childhood, neuropsychology, pediatric school psychology, and prevention science.",https://www.tc.columbia.edu/health-and-behavior-studies/school-psychology/academics/phd-program-in-school-psychology/,The Ph.D. program in School Psychology is accredited by the American Psychological Association (APA). The Ph.D. program is approved by the National Association of School Psychologists (NASP). The Ph.D. Program is registered with the New York State Education Department as a licensure-qualifying program in Psychology.,PhD,PhD in School Psychology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Social Psychology area at Columbia University has a rich tradition of training graduate students to become high-impact, productive, and influential research scientists. Our faculty have diverse research interests, with a shared focus on the psychological mechanisms that underlie human experience and social behavior. Our current faculty's primary research interests include motivation and goals, power, culture, social justice, morality, person perception, intergroup relations, social neuroscience, and decision-making. Through a combination of core courses and seminars, a challenging and supportive mentorship experience, and rigorous independent research, our students are trained to develop and test their own unique ideas. We also strive to provide students with the skills required to communicate their ideas to a broad scientific audience through publications and conference presentations. Our goal is to train students to become independent and innovative researchers. Our program is thus best suited to students whose primary goal is to conduct research in either an academic or non-academic setting. We do not offer a terminal Master's degree.",https://psychology.columbia.edu/content/social-psychology,,PhD,PhD in Social Psychology,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"Community and Economic Development, International Planning and Development, Urban History and Theory, Built Environment","The doctoral program in Urban Planning at Columbia GSAPP is a full-time, research-based degree. It is intended for students who wish to pursue careers in university teaching and research or in research and policy positions in the public, private, or nonprofit sectors. Doctoral students learn to identify new research questions, employ appropriate methods of inquiry, and contribute to the creation and dissemination of new knowledge. The program is part of the Graduate School of Arts and Sciences (GSAS) and students benefit from GSAPP’s unique position as a think tank for the built environment within a major research university. The program draws on the intellectual resources of GSAPP and the University to create a unique environment for doctoral studies in planning. Students in the program bring a wide array of educational backgrounds and work experiences.",https://www.arch.columbia.edu/programs/12-ph-d-in-urban-planning,,,"PhD in Urban, Community and Regional Planning","The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['Climate and Health', 'Cognitive Neuroscience', 'Environmental Epigenetics and Data Science', 'Environmental Epidemiology', 'Molecular Epidemiology']","The Doctor of Philosophy (PhD) in Environmental Health Sciences provides students with the training to become independent research scientists in the broad field of environmental health. Students select one of five areas of specialization (see below), while developing a strong base in environmental health, including epidemiology, biostatistics, and data science. The program trains independent investigators in environmental health sciences and environmental epidemiology to work in academia, government, and the private sector. Doctoral candidates will acquire the skills to identify and characterize emerging environmental health problems and develop novel approaches for their solution. Research is the program's primary focus, and students must pursue a research project of publishable quality and write an in-depth dissertation on an original and significant problem in environmental health sciences. To be considered for this PhD program, you should have an interest in quantitative approaches, and a strong background in the sciences. The program trains students to be independent researchers; successful applicants often have previous research experience.",https://www.publichealth.columbia.edu/academics/doctoral-programs/phd-environmental-health-sciences,"The Mailman School of Public Health is accredited by the Council on Education for Public Health (CEPH), an independent agency recognized by the U.S. Department of Education to accredit schools of public health.",PhD,PhD in Environmental Health,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"Biostatistics, Environmental Health Sciences, Epidemiology, Health Policy and Management, Population and Family Health, Sociomedical Sciences","The Mailman School offers two doctoral degrees: the Doctor of Philosophy (PhD) and the Doctor of Public Health (DrPH). The Doctor of Philosophy (PhD) is awarded by the Graduate School of Arts and Sciences (GSAS) and is designed to prepare students for careers in research and teaching. The Mailman School offers the PhD in six of our departments. Students work with a faculty mentor, and take a series of foundational courses within their department and across the school, developing a strong grounding in theory and methods. Following coursework, they take comprehensive examinations, before beginning dissertation research. Graduates of our PhD programs go on to positions in academia, at government agencies like the CDC and NIH, in the private sector, and at research-focused nonprofits.",https://www.publichealth.columbia.edu/academics/doctoral-programs,"The Mailman School of Public Health is fully accredited by the Council on Education for Public Health (CEPH), an independent agency recognized by the U.S. Department of Education to accredit schools of public health.",,PhD in Public Health,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['Buddhism', 'Christianity', 'East Asian Religions', 'Islam', 'Judaism', 'Philosophy of Religion', 'Religion in the Americas', 'South Asian Religions']","The Ph.D. program in the Department of Religion at Columbia University is an elite program designed to train students for careers in academic research and teaching. It is organized into a number of subfield areas of specialization in which faculty have significant strength. We provide students rigorous training in a specific field of study while also encouraging them to think beyond it by taking advantage of our University’s unparalleled resources in the humanities and social sciences. Our faculty’s diverse interests ensure coverage of a broad range of topics from a variety of methodological perspectives. Located in the heart of New York City, our program prepares students to become leading researchers and teachers in the contemporary university, in the United States and abroad.",https://religion.columbia.edu/content/phd-program,,PhD,PhD in Religious Studies,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,,,,,PhD in Social Sciences and Research Methods,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"['Advanced Practice', 'Social Policy and Policy Analysis', 'Social Policy Administration']","The PhD program at the Columbia School of Social Work has a rich history of preparing leaders in social work research and education. Our graduates are esteemed for their rigorous training in theory, research methods, and statistics, and for their original contributions to the knowledge base of social work and social welfare. As a PhD student at CSSW, you will study with nationally and internationally recognized scholars. You’ll have the flexibility to pursue your individual interests within an interdisciplinary environment that provides close mentoring relationships with faculty. We prepare our students for careers as researchers, scholars, and educators in the fields of social work and social welfare.",https://socialwork.columbia.edu/academics/doctoral-program/,,PhD,PhD in Social Work,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
"Black Political Thought, Black Performance Studies, Intersectionality, Diaspora and the Transnational","The PhD program in African American and African Diaspora Studies (AAADS) at Columbia University offers a new and innovative approach to doctoral training, designed to give students a firm command of the history, theory, and methodologies in Black Studies while enabling them to pursue their own intellectual interests. The program is structured around four fields of study that define the intellectual mission of the department: Black Political Thought, Black Performance Studies, Intersectionality, and Diaspora and the Transnational. All students will select a major field and a minor field from among the four departmental fields of study. They are also encouraged to develop an additional field of specialization outside of the AAADS department. During the first two years, students will complete coursework requirements and prepare for their oral qualifying examinations. All students are required to take two colloquia: the Introduction to African American and African Diaspora Studies I and II. They will also take two seminars in their major fields and one in their minor field, as well as several elective courses, within or outside the department, for a total of twelve courses. During their third year, students will complete their oral examinations and develop their dissertation proposals. From the fourth year on, students will work primarily on their dissertations.",https://gsas.columbia.edu/degree-programs/phd-programs/african-american-and-african-diaspora-studies,,PhD,PhD in African American and African Diaspora Studies,"The official university website for Columbia University in the City of New York is www.columbia.edu.

This website serves as the main portal for the university, providing access to information on admissions, academics, research, campus life, and news. Prospective students can find details on undergraduate and graduate programs, while current students, faculty, and staff can access various resources and university-related information. The site also highlights Columbia's impact and its connection to New York City.",
,"The Department of Earth and Environmental Sciences (DEES) offers a PhD program for students interested in studying the Earth, from its core to its atmosphere, from the geologic past to the Anthropocene. Our Department is a core component of the new Columbia Climate School, which leverages the University's pathbreaking research in earth and climate sciences and a multi-disciplinary network of world-renowned scholars and practitioners. The Department also forms the core of the Earth and Environmental Sciences division of Columbia’s Lamont-Doherty Earth Observatory, our world-class research campus on the west bank of the Hudson River, just north of New York City.

Our faculty and research scientists study the solid Earth, oceans, atmosphere, climate, and biosphere, on time scales from days to billions of years. Faculty and students pursue fundamental research on the nature of the Earth and its climate system, but are also engaged in applying this knowledge to the practical problems of sustainability in the Anthropocene, including climate change, natural hazards, resource depletion, and environmental degradation.

As a student in DEES, you will join an active community of researchers at Lamont-Doherty, with access to state-of-the-art laboratories and other facilities on the Lamont and Morningside campuses. Our Department and its members are committed to the principles of inclusion, diversity, equity, and anti-racism. All students accepted into the PhD program receive full financial support, including a tuition waiver, stipend, and health insurance.",https://eesc.columbia.edu/content/graduate-program-0,,,PhD in Earth and Environmental Sciences,https://eesc.columbia.edu/content/graduate-program-0,
