Concentration name,description,program website url,Accreditation status,level,Program name,Program Page url,Level
,"The Department of Germanic Languages offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Germanic Languages. The program is designed to provide students with a broad and deep knowledge of the languages, literatures, and cultures of the German-speaking world from the Middle Ages to the present, and to provide students with a solid foundation in Germanic linguistics and language pedagogy.",https://grad.ucla.edu/programs/humanities/germanic-languages/,,,Master of Arts in Germanic Languages,https://maph.uchicago.edu/study/areas-study/germanic-studies,
German Literature; Germanic Linguistics; Scandinavian Literature and Culture,"The Ph.D. in Germanic Languages program is designed to provide students with a deep and broad understanding of the languages, literatures, and cultures of the Germanic-speaking world, including Germany, Austria, Switzerland, and the Scandinavian countries. Students work closely with faculty members to develop their own research interests and to prepare for careers in academia and beyond. Specializations include German Literature, Germanic Linguistics, and Scandinavian Literature and Culture.",https://grad.ucla.edu/programs/humanities/germanic-languages/,,,PhD in Germanic Languages,https://www.researchgate.net/publication/357615703_TOURISM_DISCOURSE_IN_TERMS_OF_PSYHOLINGUISTICS,
,"The Master of Science (MS) program in Health Policy and Management is designed for students who wish to develop research and analytic skills for application in a variety of settings. The program is specifically intended for students who wish to pursue a research career in health services, as well as students who may later want to enroll in a PhD program. The MS program is more specialized than the MPH program, and emphasizes the use of research and evaluation methods.",https://hpm.ph.ucla.edu/pages/ms-program,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,Master of Science in Health Policy and Management,https://www.cedars-sinai.edu/education/graduate-school/masters/mshs/faculty.html,
"Economics, Health Policy, Health Services Research, and Organizations and Management","The Doctor of Philosophy (PhD) in Health Policy and Management is a research-oriented degree that prepares students for careers in research, teaching, and policy analysis. The program provides students with the theoretical and methodological skills to conduct original research that contributes to the scientific knowledge base in health policy and management. Students learn to apply economic, organizational, and policy theories to understand the healthcare system and evaluate the effects of health policies and interventions.",https://hpm.ph.ucla.edu/academics/phd-health-policy-and-management,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH).,,PhD in Health Policy and Management,https://www.kent.edu/publichealth/doctor-philosophy-public-health-phd-health-policy-and-management,
"Health Management, Health Policy",The Master of Public Health (MPH) in Health Policy and Management is a professional degree designed for students who want to be leaders in the practice of health policy and management. The curriculum provides a broad-based foundation in the field of public health and is specifically designed to provide students with the skills and knowledge they need to be effective health policy and management professionals. Students select one of two tracks: Health Policy or Health Management.,https://hpm.ph.ucla.edu/academics/degrees/master-public-health-mph,The UCLA Fielding School of Public Health is accredited by the Council on Education for Public Health (CEPH). The UCLA MPH program in health management is also accredited by the Commission on Accreditation of Healthcare Management Education (CAHME).,,Master of Public Health in Health Policy and Management,https://ucghi.universityofcalifornia.edu/,
,"The M.A. in Hispanic Languages and Literatures provides a solid foundation in the study of the literatures and cultures of the Spanish-speaking world. The program is designed to prepare students for doctoral study and for a variety of careers in teaching, research, and public service. The program offers a broad range of courses in Spanish and Spanish American literature, culture, and linguistics, from the medieval period to the present. Students have the opportunity to work with a distinguished faculty whose research interests span a wide variety of periods, genres, and theoretical approaches.",https://www.spanport.ucla.edu/graduate/ma-hispanic-languages-literatures/,,,Master of Arts in Hispanic Languages and Literatures,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
Spanish; Portuguese,"The Ph.D. program in Hispanic Languages and Literatures is designed to provide students with a broad knowledge of the literatures and cultures of the Spanish- and/or Portuguese-speaking worlds, as well as with the research skills and critical tools necessary to conduct original scholarly work in these fields. Students may specialize in Spanish, Spanish American, Portuguese, or Luso-Brazilian literatures and cultures, or in Hispanic or Lusophone linguistics.",https://grad.ucla.edu/programs/humanities/spanish-portuguese-department/hispanic-languages-and-literatures/,,,PhD in Hispanic Languages and Literatures,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"African History, Ancient History, Armenian History, Byzantine History, Central Asian History, Chinese History, European History, Jewish History, Japanese History, Latin American History, Middle Eastern History, Science/Medicine/Technology, South and Southeast Asian History, United States History, Women’s History","The Department of History offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in History. Although the department does not admit students for the M.A. as a terminal degree, students are required to complete the requirements for the M.A. degree during their progress toward the Ph.D. degree. Instruction in the department is intended for students who wish to pursue the study of history as a professional career. Students focus their work on one of the fields of study listed below, but they are also expected to develop a broad knowledge of other historical periods and regions. The department is committed to creating an inclusive and supportive environment for students from all backgrounds and to providing all students with a world-class training in history.",https://grad.ucla.edu/programs/social-sciences/history/,,,Master of Arts in History,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Africa, Ancient, Byzantium, Central Asia, China, Early Modern Europe, Japan, Jewish History, Latin America, Medieval Europe, Middle East, Modern Europe, Science and Technology, South and Southeast Asia, United States, and World History","UCLA’s Graduate Program in History is one of the top-ranked programs in the nation. It is a large, diverse, and community-oriented department that prepares students for careers in research and teaching. The UCLA Department of History offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees. Students are not admitted to the Department to work for the M.A. only; rather, the M.A. is earned as a stage in the Ph.D. program.",https://history.ucla.edu/academics/graduate/,,,PhD in History,https://history.ucla.edu/academics/graduate/admissions-information/,
,"The Department of Human Genetics offers a program of study and research leading to the Ph.D. degree. The Human Genetics Ph.D. program is designed to provide students with a broad foundation in human genetics, including molecular, cellular, biochemical, and organismal genetics, as well as computational and statistical genetics. Students will also gain expertise in a specialized area of research through their dissertation project. Our goal is to train the next generation of leaders in human genetics, who will make significant contributions to our understanding of the genetic basis of human health and disease. The Ph.D. program is part of the Graduate Programs in Bioscience (GPB), an umbrella organization of 11 Ph.D. programs that encompasses the basic science research across the David Geffen School of Medicine and the College of Letters and Sciences. Students interested in the Human Genetics Ph.D. program should apply through the Genetics and Genomics (G&G) Home Area.",https://medschool.ucla.edu/departments/basic-science/human-genetics/training-education/human-genetics-phd-program,,,PhD in Human Genetics,https://medschool.ucla.edu/departments/basic-science/human-genetics/training-education,
,"The UCLA Program in Indo-European Studies is an interdepartmental program (IDP) with the primary goal of providing students with a high level of linguistic and philological training in several of the more important ancient Indo-European languages, as well as a solid grounding in the theory and methods of Indo-European and general comparative-historical linguistics. Additionally, the Program seeks to ground students in the archaeology and mythology of the ancient Indo-European-speaking peoples. Since its establishment in 1963, the Program has awarded approximately 60 PhDs. The UCLA Program in Indo-European Studies remains the only one of its kind in the United States.",https://ies.ucla.edu/,,,PhD in Indo-European Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",PhD
,The Individual Interdisciplinary Program (IIP) provides an alternative for a small number of students whose research interests cannot be accommodated within a single department or established interdisciplinary program. Students design their own program of study in consultation with faculty from three or more departments. Students apply to the IIP after they have completed at least one quarter of graduate study at UCLA and have been admitted to a department or program that offers a doctoral degree. Students in the IIP work toward a Master of Arts or a Doctor of Philosophy degree.,https://grad.ucla.edu/programs/graduate-division/individual-interdisciplinary-program/,,,Master of Arts in Individual Interdisciplinary Program,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Individual Interdisciplinary Program is designed for students whose research interests cannot be met within a single existing graduate program. Students in the program develop an individualized curriculum, drawing from existing courses in two or more departments or programs. The program is intended for students whose academic goals require the integration of knowledge and methodologies from multiple disciplines.",https://grad.ucla.edu/programs/individual-interdisciplinary-program/,,,Master of Science in Individual Interdisciplinary Program,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Individual Interdisciplinary Program (IIP) provides a unique opportunity for students to pursue doctoral studies that cross traditional departmental boundaries. The program is intended for highly motivated students whose research interests cannot be met within existing graduate programs at UCLA. Working with a faculty committee of their choice, students design a personalized curriculum and research program that integrates two or more disciplines, leading to the degree of Doctor of Philosophy.",https://grad.ucla.edu/programs/individual-interdisciplinary-program/,,,PhD in Individual Interdisciplinary Program,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"archival studies, informatics, library studies, and media preservation","The doctoral program in Information Studies is designed to prepare students for careers in research and teaching. The program emphasizes the development of research skills and the ability to conduct original research that contributes to the advancement of knowledge in information studies. Students work closely with faculty members on research projects and are encouraged to participate in the intellectual life of the department and the university. The curriculum is flexible and provides students with the opportunity to specialize in a variety of areas of study, including archival studies, informatics, library studies, and media preservation.",https://seis.ucla.edu/departments-and-degrees/department-of-information-studies/phd-in-information-studies,,,PhD in Information Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,The Islamic Studies Interdepartmental Program offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Islamic Studies. The primary goal of the UCLA Islamic Studies program is the training of scholars of Islam and the Muslim world in a way that combines a rigorous grounding in the classical Islamic disciplines and philology with the perspectives and methodologies of the social sciences and humanities. This combination of philological training and disciplinary breadth is the hallmark of Islamic Studies at UCLA.,https://grad.ucla.edu/programs/humanities/islamic-studies/,,,Master of Arts in Islamic Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",Masters
,"The Interdepartmental Program (IDP) in Islamic Studies at UCLA is one of the oldest and most prestigious in the country. It is designed to allow students to combine the study of the religion of Islam and the history of Islamic civilization with another discipline such as anthropology, art history, history, law, or political science. The program offers the M.A. and Ph.D. degrees.",https://grad.ucla.edu/programs/humanities/islamic-studies/,,,PhD in Islamic Studies,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The graduate program in Italian provides students with a strong background in the history of Italian literature and the relevant critical and theoretical methods. It also enables them to achieve a high level of proficiency in the Italian language. The program's goal is to prepare students for careers in research and teaching at the college or university level, or for other professional positions that require a deep understanding of Italian language and culture.",https://grad.ucla.edu/programs/humanities/italian-department/italian/,,,Master of Arts in Italian,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
Italian Studies,"The Italian specialization provides students with a broad and rigorous training in the history of Italian literature and culture from its origins to the present day. The curriculum is designed to give students a comprehensive knowledge of the major periods and figures of Italian literature, while also allowing for specialization in a particular area of interest. Students are encouraged to develop their research interests through seminars, independent study, and interdisciplinary work.",https://grad.ucla.edu/programs/humanities/european-languages-transcultural-studies/italian/,,,PhD in Italian,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Department of Near Eastern Languages and Cultures (NELC) offers graduate programs leading to the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees. These programs provide students with a comprehensive and rigorous foundation in the languages, literatures, histories, and cultures of the Near East, from ancient times to the present. The M.A. degree is intended to provide students with a broad knowledge of their chosen field and to prepare them for further graduate study at the doctoral level or for careers in which knowledge of the Near East is essential.",https://nelc.ucla.edu/graduate/requirements/,,,Master of Arts in Jewish Studies,https://nelc.ucla.edu/graduate/requirements/,
"Bible, Talmud and Rabbinic Literature, Hebrew Literature (Medieval or Modern), Jewish History (Ancient, Medieval/Early Modern, or Modern), Jewish Thought, Yiddish Literature and Culture","The Jewish Studies major offers an interdisciplinary approach to the study of the history, languages, and cultures of the Jewish people from the biblical period to the present. The program is designed to provide students with a broad knowledge of Jewish history, literature, and culture, and to train them for research and teaching in these fields.",https://grad.ucla.edu/programs/humanities/near-eastern-languages-cultures/jewish-studies/,,,PhD in Jewish Studies,https://dokumen.pub/homelands-and-diasporas-greeks-jews-and-their-migrations-9780755624997-9780857713322.html,
"Business Law and Policy, Critical Race Studies, Entertainment Law, Environmental Law, International and Comparative Law, Law and Philosophy, Public Interest Law and Policy, Trial Advocacy","UCLA Law’s Juris Doctor (J.D.) program is a three-year, full-time course of study. Our curriculum is designed to provide students with a strong foundation in the law, as well as the analytical, research, and writing skills necessary for success in the legal profession. In the first year, students take a prescribed set of courses that introduce them to the fundamental principles of legal reasoning and the core areas of substantive law. In the second and third years, students have the opportunity to choose from a wide range of elective courses and to specialize in a particular area of law through our specializations and clinical programs.",https://law.ucla.edu/academics/degrees/juris-doctor-program,UCLA School of Law is approved by the Council of the Section of Legal Education and Admissions to the Bar of the American Bar Association (ABA).,,Juris Doctor,https://law.ucla.edu/admissions/jd-admissions/first-year-jd-applicants,
,"The department offers the Master of Arts (M.A.) and Doctor of Philosophy (Ph.D.) degrees in Classics, and the Master of Arts (M.A.) degrees in Greek and in Latin. The M.A. in Latin is offered as a terminal degree for students who do not intend to proceed to the Ph.D. at UCLA. The M.A. in Latin is designed for students who wish to pursue a career in teaching Latin at the secondary level or to prepare for further graduate study in Classics.",https://grad.ucla.edu/programs/humanities/classics-department/latin/,,,Master of Arts in Latin,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
Art History; Ecology and Evolutionary Biology; Education; Epidemiology; Ethnomusicology; Geography; History; Political Science; Portuguese; Sociology; Spanish; and Urban Planning,"The Latin American Studies program offers the Master of Arts (M.A.) degree. The program is designed to provide students with a broad knowledge of the region, its people, and its culture. It also provides students with the opportunity to specialize in a particular discipline or professional field. Students select a major field (six courses) and two minor fields (two courses each) for the Master of Arts degree. Major fields are: Art History; Ecology and Evolutionary Biology; Education; Epidemiology; Ethnomusicology; Geography; History; Political Science; Portuguese; Sociology; Spanish; and Urban Planning.",https://www.international.ucla.edu/latinamerica/,,,Master of Arts in Latin American Studies,https://grad.ucla.edu/programs/international-institute/latin-american-studies/,
"Business Law and Policy; Media, Entertainment, and Technology Law and Policy; International and Comparative Law; Human Rights; Public Interest Law and Policy; Law and Philosophy; Critical Race Studies; Taxation; Environmental Law","UCLA Law’s Master of Laws (LL.M.) program is designed for foreign-trained lawyers and outstanding U.S. law school graduates who wish to pursue specialized study in law, add a global dimension to their legal education, and/or further their career goals. Our LL.M. students come from all over the world – from students just completing their first law degree to experienced lawyers, judges, government officials and more. With its world-renowned faculty, diverse student body, and location in one of the most vibrant and global cities in the world, UCLA Law offers an ideal environment for legal study. The LL.M. program is a one-year, full-time course of study.",https://law.ucla.edu/academics/degrees/master-laws-llm,UCLA School of Law is approved by the Council of the Section of Legal Education and Admissions to the Bar of the American Bar Association (ABA).,,Master of Laws,https://www.youtube.com/watch?v=Sh7InlghYoE,
,"UCLA Law’s Doctor of Juridical Science (S.J.D.) degree program is intended for students who wish to pursue careers in legal education. The S.J.D. program is a highly selective program for students who have already earned an LL.M. degree and who have demonstrated outstanding potential for legal scholarship. The program is designed to provide students with the opportunity to conduct extensive, original research and to produce a dissertation that makes a significant and original contribution to legal scholarship.",https://law.ucla.edu/academics/degrees/sjd-doctor-juridical-science,,,Doctor of Juridical Science,https://law.ku.edu/academics/degrees/sjd,
"Archival Studies, Informatics, Library Studies, Media Archiving, and Rare Books, Manuscripts, and Archives","The Master of Library and Information Science (MLIS) program at UCLA SEIS prepares students for careers in the information professions. Our curriculum covers the entire life cycle of information, from its creation and organization to its preservation and use. Students learn to design, implement, and evaluate information systems and services that meet the needs of diverse users in a variety of settings, including libraries, archives, museums, and other information-rich environments.",https://seis.ucla.edu/departments-and-degrees/department-of-information-studies/master-of-library-and-information-science,"The Master of Library and Information Science program at UCLA is accredited by the American Library Association (ALA) Committee on Accreditation, with the status of Continued Accreditation.",,Master of Library and Information Science,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The department offers work in the following areas: phonetics, phonology, syntax, semantics, psycholinguistics, neurolinguistics, language acquisition, historical linguistics, mathematical linguistics, and African languages. The M.A. degree is earned as a step toward the Ph.D. degree; the department does not admit students for a terminal M.A. degree.",http://www.linguistics.ucla.edu/,,,Master of Arts in Linguistics,https://grad.ucla.edu/graduate-program-requirements/program-requirements-for-linguistics-6-2-2-2-2-2-2-2/,
,"The graduate program in linguistics at UCLA is designed to train students for research and teaching in the core areas of theoretical linguistics: phonetics, phonology, syntax, and semantics. The program also offers opportunities for specialization in areas such as psycholinguistics, language acquisition, and American Indian languages. A broad and deep foundation in the core areas is required for all students, regardless of their specialization. This foundation is provided by a set of core courses and by a system of first and second-year research papers that are meant to ensure that every student has done research in more than one area of linguistics before they start their dissertation research.",https://linguistics.ucla.edu/graduate/,,,PhD in Linguistics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"UCLA Anderson’s Master of Science in Management (MSM) is a 10-month, full-time program designed for recent graduates with a non-business undergraduate degree. The program provides a comprehensive foundation in business and management, equipping students with the skills and knowledge to launch a successful career in any industry. The MSM curriculum is designed to give you a broad understanding of business fundamentals, including accounting, finance, marketing, operations and strategy. In addition to rigorous coursework, you will benefit from UCLA Anderson’s world-class career services, professional development workshops and a vast network of alumni and corporate partners.",https://www.anderson.ucla.edu/degrees/master-of-science-in-management,,,Master of Science in Management,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
"Accounting, Decisions, Operations & Technology, Finance, Global Economics and Management, Management and Organizations, Marketing, Strategy","The Anderson School of Management offers the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees in Management. The objective of the Ph.D. program is to prepare students for careers in university teaching and research. The program is designed to develop a student's ability to conduct original, independent research and to teach in a university environment.",https://www.anderson.ucla.edu/degrees/phd-program,,,PhD in Management,https://grad.ucla.edu/programs/anderson-school-of-management/management-ms-phd/,
"Manufacturing processes, manufacturing systems, and design for manufacturing","Manufacturing Engineering is an interdisciplinary program that draws its faculty and courses from several departments within the Henry Samueli School of Engineering and Applied Science. The program is designed to provide students with a broad knowledge of the various facets of manufacturing and to develop an in-depth understanding of the engineering principles involved in the design, development, and management of manufacturing systems.",https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/manufacturing-engineering/,,,Master of Science in Manufacturing Engineering,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Materials Science and Engineering Department offers the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees in Materials Science and Engineering. The M.S. program is designed to provide students with a strong foundation in the science and engineering of materials, including their structure, properties, processing, and performance. The program is intended to prepare students for careers in industry or for further graduate study leading to the Ph.D. degree. The department conducts research in the areas of ceramics, metals, polymers, and electronic and optical materials. It also offers courses in these areas as well as in the areas of biomaterials, nanomaterials, and computational materials science.",https://www.ms.ucla.edu/master-of-science-m-s-in-materials-science-and-engineering/,,,Master of Science in Materials Science and Engineering,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",Masters
Ceramics and Ceramic Processing; Electronic and Optical Materials; Structural Materials; Theory and Computation of Materials,"The Materials Science and Engineering Department at UCLA conducts a program of graduate study and research that leads to the Master of Science and Doctor of Philosophy degrees in Materials Science and Engineering. This program is designed to provide students with a broad knowledge of the properties of materials and to prepare them for careers in research and development in industry and academia. The department offers courses and research opportunities in the following fields: ceramics and ceramic processing, electronic and optical materials, structural materials, and theory and computation of materials.",https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/materials-science-and-engineering/,,,PhD in Materials Science and Engineering,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",PhD
,"The Master of Arts program is designed to provide students with a strong foundation in mathematics. It is suitable for students who wish to pursue a career in industry or government, or who wish to prepare for further study in mathematics or a related field.",https://grad.ucla.edu/programs/physical-sciences/mathematics/,,,Master of Arts in Mathematics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The primary goal of our PhD program is the training of researchers in the various fields of pure and applied mathematics. It is a 5-6 year program, and it is usually required that the students find a research advisor by the end of their third year. At the end of the program, the student should have completed a piece of original research which will be the doctoral dissertation. The Ph.D. program in mathematics is designed to provide students with a strong background in several areas of mathematics and a thorough knowledge of one area. The department offers a wide range of graduate courses in most of the major fields of mathematics.",https://www.math.ucla.edu/grad/phd,,,PhD in Mathematics,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",PhD
,The M.A.T. degree is designed for students who intend to teach mathematics in a secondary school or a community college. The program is more flexible than that for the M.A. degree and includes several courses that emphasize the relationship between various topics in mathematics and the secondary school curriculum.,https://ww3.math.ucla.edu/master-of-arts-in-teaching/,,,Master of Arts in Teaching Mathematics,https://www.utep.edu/science/math/academic-programs/graduate/matmathematics.html,
Biomechanics; Design and Manufacturing; Dynamics and Control; Fluid Mechanics; Heat and Mass Transfer; Micro- and Nanomechanics; and Solid Mechanics,The Mechanical Engineering Department offers a program of study leading to the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees in Mechanical Engineering. Research areas include: Biomechanics; Design and Manufacturing; Dynamics and Control; Fluid Mechanics; Heat and Mass Transfer; Micro- and Nanomechanics; and Solid Mechanics.,https://mae.ucla.edu/,,,Master of Science in Mechanical Engineering,https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/mechanical-aerospace-engineering-department/mechanical-engineering/,Masters
"Dynamics, Controls and Robotics; Fluid Mechanics; Heat and Mass Transfer; Manufacturing and Design; Nanoelectromechanical/Microelectromechanical Systems (NEMS/MEMS); Structural and Solid Mechanics",The Mechanical and Aerospace Engineering Department at UCLA offers graduate programs leading to the Master of Science (M.S.) and Doctor of Philosophy (Ph.D.) degrees in Aerospace Engineering and Mechanical Engineering. Our programs are designed to provide students with a strong foundation in engineering principles while also offering opportunities for advanced research in specialized areas.,https://www.mae.ucla.edu/graduate-admissions-2/,,,PhD in Mechanical Engineering,https://www.mae.ucla.edu/graduate-admissions-2/,
,"The MD Program at the David Geffen School of Medicine at UCLA (DGSOM) is a four-year curriculum designed to prepare students for careers in medical practice, research, and leadership. The curriculum provides a strong foundation in the basic and clinical sciences, while also offering opportunities for specialized study and research. It aims to develop outstanding physicians and scientists who are leaders in the field of medicine through a student-centric environment that supports all aspects of the medical student experience, including admission, curriculum, clinical training, and student life.",https://medschool.ucla.edu/education/md-program,The David Geffen School of Medicine at UCLA is accredited by the Liaison Committee on Medical Education (LCME).,,Doctor of Medicine,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",Doctoral
,"The Microbiology, Immunology, and Molecular Genetics graduate program provides an environment for study and research in a variety of subdisciplines including microbiology, immunology, virology, and molecular genetics. Training is offered in many molecular and cellular biological approaches including bioinformatics, biochemistry, cell biology, genetics, genomics, and structural biology. The program is designed to prepare students for careers in research and teaching in academia, industry, and government. The Microbiology, Immunology, and Molecular Genetics major has the following learning outcomes: Broad knowledge of the history of microbiology, immunology, and molecular genetics; Basic knowledge of the field of microbiology, including its different subfields; Basic knowledge of the field of immunology, including its different subfields; Basic knowledge of the field of molecular genetics, including its different subfields; Identification and understanding of the key experimental questions in the field; Identification and understanding of the key experimental approaches in the field; Effective communication of the concepts and questions of the field; Critical evaluation of the professional literature in the field; Identification of an original research question and its significance; Design and execution of a research project to test a specific question; Objective evaluation of research data; Presentation of research in a professional setting; Preparation of a manuscript of professional quality describing research results.",https://catalog.registrar.ucla.edu/major/2023/microbiologyimmunologyandmoleculargeneticsmsphd?siteYear=2023,,,"PhD in Microbiology, Immunology, and Molecular Genetics",https://catalog.registrar.ucla.edu/major/2023/microbiologyimmunologyandmoleculargeneticsmsphd?siteYear=2023,
,"The Molecular Biology Interdepartmental Program (MBIDP) is home to more than 100 faculty from over 30 departments in the David Geffen School of Medicine, the College of Letters and Science, and the Samueli School of Engineering. This large, diverse, and highly interactive community is brought together by a common interest in understanding the molecular basis of life. In this research-intensive program, students are encouraged to explore new areas of research and given the flexibility to design a course of study that fits their individual needs and interests. Students can select a research mentor from any of our 100+ faculty. To help students in making this selection, the program is organized into five Research Research Areas (Bioinformatics & Systems Biology; Cell & Developmental Biology; Gene Regulation, Epigenomics & Transcriptomics; Metabolism, Aging & Disease; and Structural & Computational Biology). However, these are not meant to be rigid categories, and many faculty and students have research interests that span more than one area. MBIDP faculty are world-class researchers who are committed to training the next generation of scientific leaders. Our graduates have gone on to successful careers in academia, industry, and many other fields.",https://mbi.ucla.edu/,,,PhD in Molecular Biology,https://grad.ucla.edu/programs/life-sciences/molecular-biology/,
,"The UCLA PhD program in Molecular, Cellular, and Integrative Physiology (MCIP) is a small and highly selective program that prepares students for careers in research, education, and public service. The program is designed to provide students with a broad knowledge of physiological principles and a deep understanding of a particular area of research. MCIP students have the opportunity to work with over 100 faculty members from across the campus, including the David Geffen School of Medicine, the College of Letters and Science, and the Henry Samueli School of Engineering and Applied Science. Our students are also part of a larger community of over 400 PhD students in the Bioscience graduate programs at UCLA.",https://www.ibp.ucla.edu/ph-d-degree/,,,"PhD in Molecular, Cellular and Integrative Physiology",https://www.ibp.ucla.edu/ph-d-degree/,PhD
,"The Molecular, Cell and Developmental Biology (MCDB) Graduate Program at UCLA is designed to provide students with a strong foundation in the molecular and cellular biosciences and to provide them with the skills to become independent research scientists. Research within the MCDB department focuses on a wide variety of biological processes, ranging from the control of gene expression to the development and function of complex organisms. Research is conducted in a wide range of areas, including: Cell Biology, Developmental Biology, Molecular Biology, Plant Biology, and Stem Cell Research.",https://www.mcdb.ucla.edu/graduate-study/,,,"PhD in Molecular, Cell and Developmental Biology","The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Molecular and Medical Pharmacology graduate program focuses on the study of the targets and mechanisms of drug action, the development of new drugs and diagnostic agents, and the application of these tools to the study of human disease. Research in the department spans the gamut from basic molecular and cellular pharmacology to clinical studies and medical imaging. The program is designed to provide students with a broad foundation in the biomedical sciences and specialized training in pharmacology, with an emphasis on interdisciplinary research and the application of modern technologies to pharmacological problems.",https://grad.ucla.edu/programs/life-sciences/molecular-medical-pharmacology/,,,PhD in Molecular and Medical Pharmacology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
,"The Molecular Toxicology Interdepartmental Program (IDP) at UCLA offers an interdisciplinary course of study leading to the PhD degree. The program is designed to provide students with a strong foundation in the biological and chemical sciences, and to train them to apply this knowledge to the study of the molecular mechanisms of toxicity. Our students and faculty are engaged in research that spans the range from understanding how chemicals interact with DNA and proteins to how they affect whole organisms and populations. The program is designed to prepare students for careers in academia, industry, and government.",https://toxicology.ucla.edu/,,,PhD in Molecular Toxicology,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
Composition,"The graduate composition program at UCLA provides students with the necessary tools to develop a personal voice and a professional profile in the field of contemporary music. Our students study with a distinguished faculty of composers whose own work represents a wide range of aesthetic directions and media, from orchestral and chamber music to opera, film music, and electronic media. The program is designed to foster a sense of community and collaboration among students and faculty, and to provide students with the opportunities and resources they need to create and perform their work at the highest level.",https://schoolofmusic.ucla.edu/academics/music/composition-ma-phd/,,,Master of Arts in Music,https://schoolofmusic.ucla.edu/academics/music/composition-ma-phd/,
Composition,"The Ph.D. in Music with a concentration in composition is intended for students who wish to pursue a career in composition and music theory. The program focuses on original creative work, the study of contemporary music and its theoretical underpinnings, and the development of pedagogical skills. Students in the program work closely with our distinguished faculty in seminars and private lessons, and have numerous opportunities to have their works performed by UCLA ensembles and visiting artists.",https://schoolofmusic.ucla.edu/academics/music-phd-composition/,,,PhD in Music,"The official university website for the University of California, Los Angeles (UCLA) is [ucla.edu](https://www.ucla.edu/).",
