Concentration name,description,program website url,Accreditation status,Level,Program name,Program Page url,error
"['Adult-Gerontology Clinical Nurse Specialist', 'Nursing Education']","The Indiana University School of Nursing offers a Master of Science in Nursing (MSN) with two tracks: Clinical Nurse Specialist and Nurse Educator. The program is designed for those interested in a career in either of these roles and is taught by nationally-recognized faculty. While based out of the IU Indianapolis campus, most courses are offered online or in a hybrid-distance format. Clinical and practicum experiences can be completed within the student's home community in Indiana and are arranged collaboratively between students and faculty. The program's learning outcomes focus on several domains, including Knowledge for Nursing Practice, Person-Centered Care, Population Health, Scholarship for the Nursing Discipline, Quality and Safety, Systems-Based Practice, and Informatics and Healthcare Technologies.",https://nursing.indiana.edu/academics/programs-degrees/master-of-science-in-nursing/index.html,"All of our bachelor's, master's, and Doctor of Nursing Practice programs are accredited by the Commission on Collegiate Nursing Education. [7]",Master,Nursing (MSN),https://graduate.indiana.edu/degrees-programs/degrees.html,
Nursing Administration,"The Nursing Administration track prepares registered nurses for advanced management and leadership positions in a variety of healthcare settings such as hospitals, clinics, surgery centers, and community agencies. [1, 8] The program provides nursing professionals with a path toward advanced practice at the administrative level, focusing on pivotal roles in healthcare administration and management. [3] Students will explore leadership and decision-making processes, including financial stewardship, analysis of research and health policy, and strategic planning, to support improvements in healthcare delivery. [8] The curriculum is designed to equip nurses with advanced practice knowledge to enhance community health care and transform health care delivery systems. [1]",https://www.iuk.edu/nursing/degrees-and-programs/msn-administration.html,,Master's,Nursing Administration (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Online MBA (M.B.A.),https://graduate.indiana.edu/degrees-programs/degrees.html,Failed to parse JSON response
,,,,Doctoral,Performing Arts (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,"The Master of Arts in Philanthropic Studies provides a comprehensive understanding of the intricate social, cultural, political, and economic dynamics that influence the philanthropic sector. [1] It is designed to be a gateway to comprehending the roles that philanthropy and nonprofit organizations play. [2] Students in the program delve into subjects such as the nonprofit and voluntary sectors, civil society, the history of philanthropy in America, and the ethical principles and values of philanthropy. [2] The curriculum is structured to help students gain experience in applying advanced research and to cultivate critical thinking skills regarding the complex challenges that the nonprofit sector faces. [4] Ultimately, the program aims to prepare graduates for leadership roles by deepening their individual leadership practices as they apply their learning. [1]",https://philanthropy.indianapolis.iu.edu/academics/degrees/index.html,,M.A.,Philanthropic Studies (M.A.),https://graduate.indiana.edu/degrees-programs/degrees.html,
,"The Department of Philosophy at Indiana University offers a Ph.D. program. The curriculum for the doctoral degree includes distribution requirements across four areas: History of Philosophy, Metaphysics and Epistemology, Logic, and Value Theory. [8] Students must complete nine units of these distribution requirements. [8] For the History of Philosophy, three units are required, with at least one in ancient or medieval history and one in post-medieval history. [8] The requirement for Metaphysics and Epistemology and Logic is a disjunctive one, where students have options to fulfill the requirements in these areas. [8] The Value Theory requirement covers ethics, social and political philosophy, legal philosophy, and aesthetics. [8] The program also offers a Master of Arts degree, which requires 30 credit hours. [8]",https://bulletins.iu.edu/iu-bulletin/grad-school/2022-2023/departments/philosophy/index.html,,Doctoral,Philosophy (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Physics (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Policy Analysis (M.P.A.),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Political Science (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Psychology (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
"['Environmental Policy and Sustainability', 'Homeland Security and Emergency Management', 'Innovation and Social Change', 'Nonprofit Management', 'Policy Analysis', 'Public Management', 'Specialized Study', 'Urban and Regional Governance']","The Master of Public Affairs (MPA) Program provides education in public management and policy analysis that prepares students for careers in public policy and administration in government, private, and nonprofit sectors. [4] The award-winning La Follette School faculty includes economists, political scientists, sociologists, and public affairs scholars who teach the skills and tools needed for a career in public affairs. [4] They are experts in social policy, health policy and management, public administration, public policy analysis, environmental policy, poverty, and tax policy and government finance. [4]",https://oneill.indiana.edu/masters-degrees/master-public-affairs/index.html,"Accredited by the Network of Schools of Public Policy, Affairs, and Administration (NASPAA). [2, 5, 11, 12]",Masters,Public Administration (MPA),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Public Administration and Public Policy (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Public Health (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,
Public Management,"The Public Management concentration prepares students with the strategic and technical skills needed to address the challenges and opportunities found in and surrounding government organizations. [1] The strategic and evidence-based management skills students acquire through courses in this concentration will be matched with the development of leadership skills essential to guiding organizations toward ethical and self–accountable decision making. [1] Because government increasingly works in concert with the nonprofit and private sectors to address complex public problems, such as education, healthcare, and sustainability, the Public Management concentration also provides students with management skills that will enable them to collaborate with organizations outside of the government sector. [1]",https://oneill.iupui.edu/degrees-programs/graduate/master-public-affairs/concentrations/public-management.html,The O'Neill MPA program at IU Indianapolis is fully accredited by the National Association of Schools of Public Affairs and Administration (NASPAA). [12],Master,Public Management (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Religious Studies (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,"Science Education (Ed.D. in Curriculum and Instruction, Residential or Online)",https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Science Education (Ph.D. in Curriculum and Instruction),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Social Work (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'Resource exhausted. Please try again later. Please refer to https://cloud.google.com/vertex-ai/generative-ai/docs/error-code-429 for more details.', 'status': 'RESOURCE_EXHAUSTED'}}"
,,,,,Sports Management and Leisure Studies (Doctoral),https://graduate.indiana.edu/degrees-programs/degrees.html,Failed to parse JSON response
Addictions Track,"This 60-credit hour degree prepares you for a career as an addictions-focused counselor in a variety of community settings. The evidence-based curriculum and practical training spans prevalence, prevention, and treatment of substance use disorders. Through a combination of coursework, laboratory experiences, practica, and internships you'll develop effective counseling skills and gain the qualifications and confidence needed to help others. [13]",https://education.indiana.edu/graduate/programs/masters/counseling-counselor-education-addictions.html,,M.S.Ed.,Substance Abuse and Addiction Counseling (Master's),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Systems Engineering (Master's Degree Program),https://graduate.indiana.edu/degrees-programs/degrees.html,
,,,,,Urban Education Leadership (Master),https://graduate.indiana.edu/degrees-programs/degrees.html,Failed to parse JSON response
,"The doctoral program in Urban Education Studies at the IU School of Education in Indianapolis prepares students to become scholar-leaders with a critical understanding of the complexities of education in urban environments, and a strong grounding in research methodologies. [2] As a highly unique urban education studies Ph.D. program in the United States, with a faculty that is over 60% faculty of color and doctoral cohorts that average more than 60% students of color, we focus on an in-depth understanding of the complex assets and inequities within the urban education environment. [4] Upon graduation, you will have a critical understanding of the sociological and educational issues within urban education, the surrounding urban environment, the larger society, and the interactions among them. [4] You will have also developed a critical understanding of research, research methodologies, and research theories and will have the foundation for becoming an engaged scholar. [4]",https://education.iupui.edu/degrees-programs/doctoral/urban-education-studies/index.html,,PhD,Urban Education Studies (PhD),https://graduate.indiana.edu/degrees-programs/degrees.html,
,"The Ph.D. in Vision Science is offered to top students worldwide. With leading programs in biology, optics, imaging, and vision science, you can prepare for a career in academic or industry research while interacting each week with professionals in the field. An M.S. degree is not required for application to the Ph.D. program in Vision Science. Vision science is multidisciplinary, and can include the study of biochemistry, biophysics, engineering, epidemiology, molecular biology, cell biology, neuroscience, optics, ophthalmology, optometry, pathology, physiology, psychology, statistics, and any other discipline that relates to the eye and its problems. [3]",https://optometry.iu.edu/admissions-academics/ms-phd-vision-science/index.html,,PhD,Vision Science (Ph.D.),https://graduate.indiana.edu/degrees-programs/degrees.html,
